,package,description,category
228,,"['book', 'devotion', 'birthed', 'heart', 'someone', 'walked', 'darkest', 'depth', 'addiction', 'light', 'truth', 'victory', 'ginger', 'share', 'scripture', 'insight', 'brought', 'hopelessness', 'hope', 'bondage', 'joyous', 'victory', 'walk', 'take', 'beyond', 'step', 'life-changing', 'journey', 'god', 'heaven', 'love', 'beyond', 'comprehension', 'follow', 'path', 'laid', 'god', 'heart', 'illuminated', 'place', 'hand', 'lead', 'every', 'step', 'way', 'walk', 'darkness', 'glorious', 'freedom', 'journey', 'select', 'ginger', 'cato', 'brown', 'life', 'powerful', 'testimony', 'nothing', 'greater', 'power', 'god', 'save', 'heal', 'restore', 'beginning', 'promising', 'career', 'nurse', 'ginger', 'first', 'experience', 'crack', 'cocaine', 'thing', 'went', 'quickly', 'downhill', 'lost', 'everything', 'addiction', 'jail', 'rehab', 'seemed', 'hold', 'drug', 'could', 'loosed', 'coming', 'place', 'complete', 'surrender', 'jesus', 'christ', 'ginger', 'walk', 'completely', '15-year', 'addiction', 'crack', 'cocaine', 'creation', 'ginger', 'heart', 'others', 'caught', 'trap', 'addiction', 'share', 'book', 'walk', 'foundation', 'truth', 'promise', 'brought', 'restoration', 'wholeness', 'message', 'walk', 'also', 'includes', 'link', 'walk', 'ministry', 'facebook', 'youtube', 'video', 'photo', 'well', 'place', 'connect', 'others', 'taking', 'day', 'journey']",Business
235,,"['southern', 'marin', 'fire', 'district', 'application', 'application', 'resident', 'district', 'providing', 'user', 'important', 'information', 'fire', 'district', 'well', 'important', 'safety', 'preparedness', 'information']",Business
268,,"['see', 'star', 'studded', 'movie', 'series', 'thriller', 'comedy', 'drama', 'action', 'sport', 'music', 'fashion', 'co-founders', 'cfo', 'priscella', 'holyfield', 'ceo', 'constantine', 'kaldis', 'emailgoliath', 'yahoo.com', 'www.holyfieldtv.com', 'john', 'dash', 'developer']",Business
279,,"['mnh~platinum', 'developed', 'driver', 'day', 'day', 'running', 'vehicle', 'keep', 'vehicle', 'legal', 'road', 'ensuring', 'vehicle', 'mot', 'tax', 'insurance', 'date', 'driver', 'registered', 'vehicle', 'detail', 'mot', 'tax', 'insurance', 'due', 'seen', 'clearly', 'update', 'mileage', 'detail', 'booking', 'made', 'service', 'repair', 'tyre', 'glass', 'also', 'visit', 'online', 'shop', 'buy', 'item', 'safety', 'kit', 'driving', 'accessory', 'require', 'european', 'document', 'travelling', 'abroad', 'hire', 'car', 'purpose', 'request', 'well', 'enter', 'fuel', 'data', 'provide', 'report', 'show', 'usage', 'also', 'record', 'work', 'journey', 'pool', 'car', 'usage', 'expense', 'detail', 'enter', 'viewed', 'history', 'section', 'pressing', 'send', 'detail', 'report', 'sent', 'spreadsheet', 'format']",Business  >  Time & expenses
283,,"['learn', 'know', 'investment', 'housing', 'market', 'real', 'estate', 'investment', 'mean', 'big', 'money', 'know', 'teach', 'real', 'estate', 'investment', 'strategy', 'reit', 'housing', 'market', 'find', 'right', 'property', 'maximizing', 'equity', 'best', 'rate', 'interest', 'money', 'course', 'beginner', 'whats', 'know', 'act', 'professional', 'real', 'estate', 'investor', 'flipping', 'mean', 'reit', 'learn', 'dozen', 'investment', 'strategy', 'housing', 'market', 'surprising', 'exciting', 'creative', 'well', 'tested', 'strategy', 'used', 'professional', 'year', 'earn', 'equity', 'accumulate', 'asset', 'property', 'using', 'technique', 'strategy', 'housing', 'market', 'approach', 'bird', 'dogging', 'flipping', 'reit', 'investing', 'lease', 'option', 'preforeclosure', 'wholesaling', 'download']",Business
369,,"['selling', 'price', 'calculator', 'handy', 'tool', 'resellers', 'calculating', 'price', 'item', 'purchased', 'wholesaler', 'easy', 'profit', 'margin', 'markup', 'option', 'available', 'inner', 'quantity', 'option', 'useful', 'resale', 'quantity', 'fraction', 'purchased', 'quantity']",Business
393,,"['dilsecall', 'mobile', 'dialer', 'voizarabia', 'allows', 'make', 'voip', 'call', 'window', 'phone', 'device', 'us', '3g/edge/wi-fi', 'internet', 'connectivity', 'developed', 'based', 'requirement', 'voip', 'provider', 'business', 'need', 'us', 'sip', 'protocol', 'based', 'signaling', 'support', 'g729', 'codec', 'run', 'behind', 'nat', 'private', 'ip', 'user', 'friendly', 'interface', 'auto', 'sync', 'balance', 'real', 'time', 'sip', 'status', 'message', 'call', 'history', 'address', 'book', 'integration', 'compatible', 'sip', 'standard', 'switch', 'dilsecall', 'efficient', 'implementation', 'jitter', 'buffer', 'voice', 'smoothly', 'silent', 'suppression', 'comfort', 'noise', 'generation', 'used', 'reduce', 'bandwidth', 'usage', 'make', 'dialer', 'efficient', 'making', 'voip', 'call', 'easily', 'integrates', 'mobile', 'phonebook', 'auto', 'detects', 'sign', 'picked', 'phonebook']",Business
408,,"['remu', 'mfb', 'allows', 'remu', 'mfb', 'customer', 'access', 'account', 'mobile', 'conveniently.it', 'contains', 'many', 'functionality', 'useful', 'customer', '-bill', 'payment', '-mobile', 'money', '-airtime', 'purchase', '-standing', 'order', '-check', 'account', 'balance', 'mini', 'statement']",Business
414,,"['spin', 'talk', 'window', 'phone', 'let', 'make', 'voice', 'call', 'worldwide', 'finest', 'voice', 'quality', 'benefit', 'work', 'world', 'us', 'window', 'phone', 'contact', 'crystal', 'clear', 'quality', 'lowest', 'international', 'rate', 'satisfaction', 'guaranteed', 'application', 'user', 'make', 'cheap', 'voip', 'call', 'main', 'making', 'receiving', 'voip', 'call', 'built-in', 'tunnel', 'passing', 'voip', 'blockade', 'connectivity', 'wifi', '4g/3g,2g', 'edge', 'integrated', 'contact', 'phone', 'loudspeaker', 'balance', 'information', 'call', 'cost', 'information', 'time', 'call', 'status', 'log', 'activate', 'go', 'store', 'download', 'spin', 'talk', 'window', 'phone', 'launch', 'spin', 'talk', 'settings-', 'enter', 'user', 'name', 'pin', 'launch', 'spin', 'talk', 'dial', 'destination', 'number', 'using', 'dial', 'format', 'directly', 'list']",Business
418,,"['main', 'kiosk', 'showcase', 'possibility', 'design', 'agency', 'window']",Business
444,,"['exceed', 'mobile', 'application', 'enable', 'micro-businesses', 'capture', 'cash', 'count', 'expense', 'information', 'regularly', 'uploaded', 'via', 'internet', 'connection', 'mobile', 'phone', 'central', 'server', 'must', 'registered', 'exceed', 'licensed', 'organisation', 'mobile', 'application', 'work']",Business  >  Accounting & finance
447,,"['visitor', 'registration', 'donesafe']",Business  >  Legal & HR
449,,"['semomls.com', 'provides', 'listing', 'southeast', 'missouri', 'real', 'estate', 'location', 'search', 'thousand', 'home', 'lot', 'commercial', 'property', 'keyword', 'find', 'perfect', 'home', 'find', 'home', 'sale', 'acreage', 'lot', 'farmland', 'commercial', 'property', 'investment', 'property', 'qualified', 'agent', 'appraiser', 'ready']",Business  >  Project management
450,,"['rebuildable', 'repairable', 'ready-to-drive', 'clean', 'salvage', 'title', 'car', 'truck', 'sale', 'huge', 'inventory', 'change', 'hourly', 'buy', 'direct', 'save', 'rebuildautos.com', 'largest', 'inventory', 'repairable', 'salvage', 'rebuilt', 'wrecked', 'ready', 'drive', 'vehicle']",Business
460,,"['uk', 'number', 'telephone', 'answering', 'service', 'intouchnow', 'uk', 'based', 'professional', 'receptionist', 'call', 'answering', 'service', 'never', 'miss', 'another', 'telephone', 'call', 'leave', 'telephone', 'ringing', 'busy', 'answer', 'whatever', 'type', 'business', 'operate', 'in-', 'business', 'small', 'big']",Business
461,,"['hosted', 'linked', 'kamax.altervista.org', 'goal', 'test', 'window', 'hosted', 'bridge', 'capability']",Business  >  Collaboration
468,,"['searching', 'limousin', 'sale', 'catalogue', 'finding', 'best', 'animal', 'faster', 'easier', 'ever', 'set', 'search', 'criterion', 'create', 'catalogue', 'short', 'list', 'record', 'note', 'store', 'result', 'touch', 'button', 'limsale', 'present', 'dynamic', 'sale', 'catalogue', 'limousin', 'society', 'sale', 'limsale', 'include', 'easy', 'access', 'limousin', 'sale', 'catalogue', 'soon', 'available', 'option', 'filter', 'create', 'catalogue', 'according', 'vendor', 'name', 'vendor', 'prefix', 'disease', 'status', 'herd', 'animal', 'age', 'pedigree', 'containing', 'containing', 'pre-identified', 'animal', 'breeding', 'value', 'set', 'criterion', 'create', 'graph', 'myostatin', 'genetic', 'colour', 'polled', 'genetic', 'test', 'information', 'grade', 'birth', 'type', 'create', 'favourite', 'list', 'add', 'note', 'animal', 'store', 'result', 'quick', 'easy', 'limsale', 'work', 'environment', 'chosen', 'sale', 'downloaded', 'internet', 'connection', 'required', 'run', 'maximum', 'flexibility', 'sale', 'location', 'internet', 'access', 'limited', 'problem', 'downloading', 'installing', 'please', 'touch', 'limousin', 'society', 'office', 'call', 'info', 'limousin.co.uk', 'disclaimer', 'whilst', 'effort', 'made', 'british', 'limousin', 'cattle', 'society', 'ensure', 'information', 'presented', 'application', 'correct', 'accept', 'responsibility', 'error', 'arising', 'responsibility', 'accuracy', 'information', 'catalogue', 'rest', 'solely', 'vendor', 'british', 'limousin', 'cattle', 'society']",Business  >  Sales & marketing
475,,"['salestracker', 'k-touch', 'oversea', 'customer']",Business
478,,"['press', 'info', 'button', 'select', 'language', 'easily', 'calculate', 'quantity', 'welded', 'mesh', 'cement', 'sand', 'production', 'casting', 'floor', 'forecourt', 'etc', 'easily', 'calculate', 'coordinate', 'realization', 'stair', 'raw', 'concrete', 'extent', 'finite', 'plane', 'assemble', 'ladder', 'calculate', 'amount', 'cement', 'pillar', 'beam', 'good', 'job']",Business
481,,"['hp', 'step', 'designed', 'specifically', 'e', 'customer', 'facing', 'community', 'provides', 'access', 'overview', 'material', 'relating', 'al', 'hp', 'e', 'offering', 'continually', 'improved', 'uplift', 'capability', 'incorporated', 'quarterly', 'upgrade', 'hp', 'internal', 'provides', 'access', 'wws', 'sale', 'collateral', 'vstep', 'animation', 'www.businessvalueexchange.com']",Business
532,,"['mobile', 'damsys', 'system', 'automatically', 'measure', 'registered', 'point', 'using', 'motor', 'drive', 'total', 'station', 'equipped', 'automatic', 'targeting', 'non-prism', 'function', 'deterioration', 'damage', 'infrastructure', 'ground', 'caused', 'adjacent', 'construction', 'automatically', 'monitored', '3-dimension', 'firstly', 'mount', 'total', 'station', 'tripod', 'register', 'target', 'survey', 'point', 'need', 'measured', 'pressing', 'start', 'registered', 'point', 'measured', 'automatically', 'immediately', 'check', 'deformation', 'related', 'preset', 'initial', 'value', 'mobile', 'damsys', 'designed', 'simplify', 'process', 'registering', 'initial', 'value', 'starting', 'measurement', 'also', 'simplified', 'operation', 'mobile', 'terminal', 'individual', 'minimal', 'survey', 'measurement', 'knowledge', 'easily', 'operate', 'mobile', 'damsys', 'measurement', 'data', 'transferred', 'ftp', 'converted', 'data', 'base', 'company', 'server', 'provide', 'service', 'allow', 'quickly', 'easily', 'check', 'data', 'office', 'home', 'smart', 'phone', 'tablet', 'browser', 'addition', 'alarm', 'function', 'sends', 'alert', 'responsible', 'individual', 'reference', 'level', 'reach', 'threshold', 'attention', 'application', 'requires', 'sd', 'card', 'sd', 'card', 'inserted', 'application', 'wo', 'work']",Business
546,,"['uw', 'clouteq', 'portaal']",Business
548,,"['möten', 'sll', 'är', 'en', 'där', 'du', 'som', 'deltagare', 'vid', 'seminarier', 'och', 'möten', 'kan', 'vara', 'delaktig', 'genom', 'att', 'svara', 'på', 'mentometerfrågor', 'ställa', 'frågor', 'till', 'talare', 'eller', 'dela', 'dina', 'erfarenheter', 'och', 'åsikter', 'du', 'kan', 'också', 'ta', 'del', 'av', 'program', 'deltagaruppgifter', 'nyheter', 'och', 'annan', 'info', 'om', 'eventet']",Business  >  Collaboration
557,,"['basketball', 'social', 'platform', 'basketball', 'court', 'locator', 'designed', 'save', 'player', 'time', 'money', 'providing', 'information', 'find', 'place', 'ensure', 'fun', 'competitive', 'playing', 'experience', 'create', 'profile', 'find', 'court', 'check', 'arrive', 'give', 'court', 'star', 'rating', 'post', 'highlight', 'done', 'share', 'basketball', 'friend', 'enjoy', 'finding', 'best', 'court', 'following', 'favorite', 'player', 'setting', 'great', 'posting', 'highlight', 'comment', 'palm', 'hand']",Business
570,,"['mötesappen', 'är', 'ett', 'kommunikationsverktyg', 'för', 'företag', 'som', 'värdesätter', 'att', 'skapa', 'dialog', 'och', 'interaktion', 'med', 'sina', 'mötesdeltagare', 'via', 'mötesappen', 'finn', 'informationen', 'alltid', 'tillgänglig', 'och', 'dialogen', 'ständigt', 'närvarande', 'creative', 'meeting', 'har', 'med', 'sin', 'erfarenhet', 'av', 'möten', 'och', 'event', 'sedan', 'tagit', 'fram', 'en', 'applikation', 'som', 'anpassas', 'efter', 'varje', 'mötes', 'informations-', 'och', 'dialogbehov', 'där', 'funktioner', 'alltid', 'tar', 'hänsyn', 'till', 'mötets', 'syfte', 'och', 'deltagarens', 'användarvana', 'mötesappen', 'helt', 'enkelt', 'för', 'en', 'bättre', 'mötesupplevelse']",Business  >  Collaboration
571,,"['contains', 'material', 'connected', 'esv', 'education', 'conference', 'material', 'consist', 'program', 'presentation', 'interactive', 'exercise', 'participant', 'networking', 'survey']",Business  >  Collaboration
572,,"['här', 'hittar', 'du', 'bland', 'annat', 'information', 'om', 'föreläsare', 'program', 'och', 'deltagarlistor', 'för', 'brandskyddsföreningens', 'seminarier', 'konferenser', 'och', 'utbildningar', 'eventet', 'har', 'du', 'också', 'möjlighet', 'att', 'ställa', 'frågor', 'till', 'föreläsarna', 'delta', 'mentometerfrågor', 'samt', 'nätverka']",Business  >  Collaboration
576,,"['market', 'global-bundlehy020119-nonciso-app1+2']",Business
581,,"['welcome', 'sigma', 'event', 'using', 'able', 'event', 'able', 'find', 'event', 'program', 'general', 'event', 'information', 'interact', 'organizer', 'interact', 'participant']",Business
592,,"['mötesapplikationen', 'länsststhlm', 'ger', 'dig', 'tillgång', 'till', 'inbjudningar', 'deltagarlistor', 'program', 'dokumentationer', 'och', 'fördjupningar', 'till', 'möten', 'och', 'konferenser', 'arrangerade', 'av', 'länsstyrelsen', 'stockholm', 'genom', 'appen', 'kan', 'du', 'delta', 'dialoger', 'och', 'omröstningar', 'och', 'få', 'översikt', 'över', 'flöden', 'sociala', 'medier', 'ladda', 'gärna', 'ner', 'appen', 'din', 'telefon', 'eller', 'platta', 'innan', 'du', 'kommer', 'till', 'mötet']",Business  >  Collaboration
593,,"['tc', 'meeting', 'är', 'ett', 'verktyg', 'för', 'att', 'administrera', 'företagsinterna', 'möten', 'och', 'konferenser', 'den', 'hjälper', 'dig', 'informera', 'deltagarna', 'om', 'dagordning', 'och', 'program', 'hantera', 'registrering', 'och', 'deltagarlistor', 'göra', 'enkäter', 'och', 'ställa', 'frågor', 'inför', 'och', 'efter', 'eventet', 'samt', 'göra', 'utvärderingar', 'och', 'uppföljningar']",Business  >  Collaboration
595,,"['tf', 'möten', 'participant', 'engage', 'seminar', 'meeting', 'arranged', 'trafikförvaltningen']",Business  >  Collaboration
596,,"['c', 'n', 'mobile', 'entry', 'mobile', 'part', 'conference', 'net', 'system', 'easy', 'organization', 'management', 'event', 'conference', 'provides', 'entrance', 'control', 'session', 'scanning', 'user', 'qr', 'code', 'thus', 'give', 'attendee', 'possibility', 'vote', 'attended', 'session']",Business
603,,"['tbig', 'timetracking', 'application', 'used', 'alternative', 'crm', 'outlook', 'application', 'tracking', 'appointment', 'crm']",Business  >  CRM
611,,"['bizbloqs', 'dutch', 'company', 'work', 'together', 'customer', 'manufacture', 'web-based', 'shop', 'wholesale', 'activity', 'frequently', 'company', 'experience', 'difficulty', 'keeping', 'overview', 'logistics', 'process', 'lack', 'control', 'stock', 'integrity', 'traceability', 'product', 'find', 'hard', 'keep', 'track', 'productivity', 'resource', 'within', 'facility', 'using', 'software', 'deployment', 'approach', 'customer', 'gain', 'control', 'process', 'remain', 'independent', 'software', 'supplier', 'change', 'software', 'solution', 'tend', 'take', 'long', 'time', 'costly', 'come', 'high', 'degree', 'uncertainty', 'bizbloqs', 'platform', 'problem', 'belong', 'past', 'customer', 'able', 'focus', 'client', 'grow', 'business', 'staying', 'control', 'process', 'expertise', 'logistic', 'production', 'first', 'software', 'solution', 'focused', 'production', 'logistics', 'software', 'solution']",Business  >  Inventory & logistics
621,,"['mobile', 'client', 'application', 'catering', 'business', 'order', 'management', 'application', 'stand', 'alone', 'application', 'requires', 'sql', 'server', 'database', 'active', 'internet', 'information', 'server', 'service', 'connection', 'database']",Business  >  Sales & marketing
625,,"['losslesslinen', 'reinvented', 'linen', 'service', 'industry', 'providing', 'hotel', 'operator', 'fully', 'transparent', 'monitored', 'controlled', 'linen', 'laundry', 'service', 'revolutionary', 'rfid', 'radio-frequency', 'identification', 'technology', 'leveraging', 'internet', 'thing', 'principle', 'losslesslinen', 'able', 'develop', 'linen', 'asset', 'management', 'ecosystem', 'provide', 'hotel', 'unique', 'ability', 'better', 'control', 'aspect', 'linen', 'inventory', 'laundry', 'operating', 'cost', 'additional', 'fee']",Business  >  Inventory & logistics
627,,"['application', 'intended', 'service', 'benelux', 'cafe', 'targeted', 'sole', 'benelux', 'cafe', 'application', 'requires', 'api', 'token', 'employee', 'number', 'function', 'correctly', 'obtained', 'benelux', 'cafe', 'info', 'enquiry', 'relating', 'intention', 'purpose', 'application', 'please', 'benelux', 'cafe', 'info']",Business
629,,['storetestfp'],Business
635,,"['benelux', 'loyalty', 'system', 'customer', 'benelux', 'loyalty', 'card', 'system', 'smb', 'would', 'loyalty', 'system', 'please', 'benelux', 'beneluxcoffee.com']",Business
639,,"['mobile', 'application', 'engineer', 'using', 'vendexpert', 'system', 'vianet', 'ltd']",Business
646,,"['guardian', 'electrical', 'compliance', 'traq-it', 'allowing', 'customer', 'log', 'traq-it', 'view', 'fixed', 'wire', 'periodic', 'inspection', 'test', 'report', 'network', 'drawing', 'thermographic', 'survey', 'etc', 'using', 'also', 'allow', 'user', 'scan', 'qr', 'code', 'fitted', 'distribution', 'board', 'guardian', 'electrical', 'inspector', 'giving', 'instant', 'access', 'associated', 'periodic', 'inspection', 'report.traq-it®', 'industry', 'truly', 'interactive', 'web-based', 'reporting', 'system', 'developed', 'period', 'year', 'ensure', 'record', 'always', 'current', 'accurate', 'consolidated', 'documented', 'version', 'history', 'consequence', 'level', 'testing', 'therefore', 'cost', 'justifiably', 'reduced']",Business
650,,"['data', 'collection', 'monitoring', 'well', 'sampling']",Business
665,,['storetestfp-mpscenariovalidation-0528'],Business
667,,['storetestfp-vs2013csharp'],Business
681,,['storetestfp-csharp0320'],Business
682,,"['s3pos', 'perfect', 'solution', 'small', 'medium', 'business', 'run', 'po', 'operation', 'window', 'tablet', 'window', 'pc', 'location', 'po', 's3co', 'service', 'subscription', 'required', 's3pos', 'power', 'flexibility', 'mobility', 'mobile', 'cashier', 'way', 'inventory', 'management', 'easy', 'application', 'main', 'include', 'real-time', 'report', 'notification', 'inventory', 'management', 'multi-store', 'operation', 'coming', 'soon', 'customer', 'management', 'coming', 'soon', 's3', 'privacy', 'policy', '//s3co.vn/chinh-sach-bao-mat-phan-mem-quan-ly-ban-hang-truc-tuyen-s3-pos-online.html']",Business
