,package,description,category
668,,"['midi', 'control', 'best', 'midi', 'controller', 'window', 'phone', 'window', 'provides', 'different', 'type', 'control', 'give', 'full', 'control', 'daw', 'palm', 'hand', 'x/y', 'pad', 'mixer', 'pan', 'mute', 'solo', 'slider', 'pad', 'dj', 'mixer', 'volume', 'eq', 'hi/mid/low', 'crossfader', 'play/cue', 'switch', 'keyboard', 'velocity', 'sensitivity', 'control', 'customizable', 'change', 'name', 'color', 'course', 'cc', 'channel', 'number', 'midi', 'control', 'midi', 'controller', 'window', 'phone', 'offer', 'variety', 'multi-touch', 'inspired', 'touchosc', 'interface', 'simple', 'possible', 'thought', 'future', 'customization', 'order', 'connect', 'computer', 'dsmi', 'server', 'find', 'detailed', 'instruction', 'connect', '//www.midicontrol.net/server', 'send', 'feedback', 'suggestion', 'bug', 'report', 'feedback', 'midicontrol.net']",Music
669,,"['watch', 'favourite', 'channel', 'live', 'quality', 'option', 'hdtv', 'world', 'pause', 'live', 'broadcast', 'continue', 'watching', 'left', 'channel', 'added', 'application', 'advance', 'accordance', 'wish']",Music
697,,"['majestic', 'drum', 'virtual', 'drum', 'set', 'education', 'fun', 'let', 'make', 'noise']",Music
721,,"['quickly', 'tune', 'guitar', 'ear', 'using', 'different', 'tuning', 'simply', 'tap', 'string', 'hear', 'string', 'tap', 'string', 'stop', 'playing', 'string']",Music
757,,"['focused', 'bringing', 'latest', 'pop', 'news', 'lyric']",Music
767,,"['live', 'online', 'radio', 'simplest', 'way', 'listening', 'favorite', 'online', 'radio', 'station', 'station', 'listen', 'one', 'learned', 'love', 'sit', 'back', 'discover', 'gem', 'region', 'world', 'live', 'radio', 'best', 'gettting', 'world', 'wide', 'radio', 'tune', 'favorite', 'uk', 'radio', 'station', 'capital', 'fm', 'capital', 'fm', 'absolute', 'radio', 'bbc', 'london', 'bbc', 'radio', 'bbc', 'radio', 'scotland', 'bbc', 'radio', 'ulster', 'bbc', 'radio', 'wale', 'bbc', 'radio', 'bbc', 'radio', 'bbc', 'world', 'service', 'capital', 'manchester', 'celtic', 'music', 'radio', 'classic', 'fm', 'dublin', 'q102', 'fm104', 'gold', 'heart', 'london', 'heart', 'north', 'west', 'heart', 'west', 'midland', 'jazz', 'fm', 'kerrang', 'radio', 'lbc', 'london', 'news', 'lbc', 'radio', 'premier', 'christian', 'radio', 'rté', 'radio', 'smooth', 'radio', 'xfm', 'london', 'many']",Music
783,,"['khz', 'wavs', 'front', 'height', 'speaker', 'e.g', 'test', 'audio', 'fidelity', 'set', 'speaker', 'type', 'receiver', 'large', 'prevent', 'lf', 'redirection', 'requires', 'successful', 'activation', 'dolby', 'atmos', 'home', 'theater', 'pc', 'dolby', 'access', '//www.microsoft.com/store/productid/9n0866fs04w8', 'source', 'code', 'available', 'publisher', 'info', 'link']",Music
792,,"['tanpura', 'long-necked', 'plucked', 'string', 'instrument', 'found', 'various', 'form', 'indian', 'music', 'digital', 'version', 'traditional', 'tanpura']",Music
811,,"['radioslick', 'useful', 'tool', 'anyone', 'fond', 'internet', 'radio', 'looking', 'discover', 'music', 'easy', 'enjoyable', 'way', 'sink', 'ocean', 'nostalgic', 'sound', 'merely', 'listen', 'bad', 'kidding', 'politics', 'news', 'tiny', 'program', 'barely', 'even', 'detectable', 'system', 'term', 'resource', 'consumption', 'requirement', 'mean', 'huge', 'source', 'quality', 'streaming', 'popular', 'radio', 'station', 'waiting', 'click', 'built', 'around', 'defining', 'notion', 'quality', 'selection', 'usability.you', 'search', 'genre', 'particular', 'station', 'simply', 'browse', 'wide', 'list', 'station', 'selection', 'genre', 'simply', 'quenching', 'range', 'retro', 'flashback', 'hit', 'adult', 'contemporary', 'electronica', 'blue', 'classic', 'rock', 'country', 'rnb', 'news', 'comedy', 'sport', 'many', 'many', 'additionally', 'even', 'share', 'favorite', 'radio', 'station', 'friend', 'access', 'station', 'love', 'faster', 'easier', 'using', 'option', 'allows', 'pin', 'station', 'window', 'start', 'screen', 'launch', 'directly', 'anytime']",Music
816,,"['official', 'radio', 'quartz']",Music
830,,"['medium', 'download', 'manager', 'application', 'allows', 'download', 'medium', 'content', 'internet', 'video', 'audio', 'downloading', 'audio', 'video', 'supported', 'site', 'copy/move', 'audio', 'music+videos', 'medium', 'online', 'copying', 'downloaded', 'audio', 'pc', 'via', 'client', 'application', 'background', 'downloading', 'saving', 'playback', 'downloaded', 'medium', 'search', 'audio', 'video', 'supported', 'site', 'filter', 'video', 'audio', 'supported', 'site', 'dailymotion.com', 'vimeo.com', 'keek.com', 'blinkx.com', 'liveleak.com', 'ted.com', 'blip.tv']",Music
870,,"['muzik', 'player', 'performance/simplicity', 'oriented', 'music', 'player', 'window', 'phone', 'go', ""'ll"", 'find', 'application', 'easy', 'beautifully', 'designed', 'suit', 'music', 'playing', 'need', 'offline', 'loading', 'music', 'metadata', 'wrong', 'album', 'art', 'anymore', 'time', 'library', 'indexing', 'manually', 'force', 'index', 'addition', 'deletion', 'music', 'library', 'live', 'tile', 'instant', 'update', 'artist', 'photo', 'playing', 'playing', 'queue', 'glimpse', 'smart', 'shuffling', 'algorithm', 'swipe', 'gesture', 'change', 'track', 'audio', 'seeking', 'fast', 'performance', 'large', 'list', 'unlimited', 'number', 'track', 'playing', 'queue', 'trial', 'version', 'full', 'experience', 'limited', 'launching', 'using', 'time']",Music
932,,"['podcast', 'bandit', 'best', 'podcasting', 'window', 'window', 'rt', 'simple', 'uncluttered', 'design', 'intended', 'way', 'quickly', 'enjoying', 'favorite', 'audio', 'video', 'podcasts', 'without', 'fuss', 'podcast', 'bandit', 'currently', 'part', 'launch', 'event', 'grab', 'share', 'friend', 'launch', 'pricing', 'event']",Music
935,,"['fm', 'radio', 'player', 'alternative', 'built-in', 'fm', 'radio', 'tuner', 'support', 'country', 'region', 'come', 'built-in', 'fm', 'radio', 'tuner', 'however', 'setting', 'independent', 'setting', 'built-in', 'simple', 'effective', 'fm', 'radio', 'bookmark', 'radio', 'station', 'set', 'title', 'bookmark', 'tune', 'frequency', 'manually', 'automatically', 'backup', 'program', 'onedrive', 'information', 'sharing', 'using', 'shared', 'onedrive', 'account', 'limit', 'bookmark', 'add', 'automatic', 'tuner', 'slow', 'second', 'frequency', 'step', 'due', 'fm', 'radio', 'api', 'design', 'requires', 'delay', 'second', 'call', 'api', 'onedrive', 'account', 'folder', 'named', ""'fm"", 'radio', 'player', 'program', 'information', 'stored', 'program', 'currently', 'support', 'language', 'english', 'united', 'state', 'portuguese', 'portugal']",Music
936,,"['folder', 'audio', 'player', 'alternative', 'way', 'zune', 'organizes', 'music', 'song', 'arranged', 'folder', 'stored', 'onedrive', 'program', 'copy', 'locally', 'require', 'constant', 'internet', 'connection', 'limit', 'music', 'stored', 'unless', 'available', 'space', 'storage', 'card', 'onedrive', 'account', 'must', 'folder', 'named', ""'folder"", 'audio', 'player', 'song', 'stored', 'inside', 'folder', 'folder', 'must', 'created', 'act', 'playlist', 'music', 'file', 'currently', 'supported', 'mp3', 'wma', 'provide', 'illustrative', 'picture', 'playlist', 'must', 'name', ""'folder.jpg"", 'size', 'approximately', '400x400', 'pixel', 'change', 'song', 'illustrative', 'picture', 'initially', 'perform', 'sync', 'without', 'file', 'another', 'desired', 'file', 'onedrive', 'program', 'currently', 'support', 'language', 'english', 'united', 'state', 'portuguese', 'portugal', 'faq', 'q', 'on-line', 'audio', 'player', 'audio', 'stored', 'locally', 'internet', 'connection', 'q', 'configure', 'onedrive', 'account', 'send', 'e-mail', 'luispcosta', 'hotmail.com', ""'ll"", 'send', 'information', 'configure', 'q', 'application', 'ca', 'see', 'song', 'onedrive', 'wrong', 'song', 'must', 'placed', 'inside', 'folder', ""'folder"", 'audio', 'player', 'folder', 'send', 'e-mail', 'luispcosta', 'hotmail.com', ""'ll"", 'send', 'information', 'configure', 'q', 'sync', 'dropbox', 'moment', 'sufficient', 'people', 'asks', 'feature', ""'ll"", 'implement']",Music
960,,"['first', 'true', 'video', 'editor', 'window', 'phone', 'store', 'video', 'effect', 'video', 'editor', 'help', 'capture', 'moment', 'edit', 'on-the-go', 'create', 'amazing', 'movie', 'photo-stories', 'slideshows', 'full', 'hd', 'video', 'fastest', 'video', 'creator', 'simple', 'without', 'pre-transcoding', 'integrated', 'video', 'editor', 'environment', 'see', 'add', 'text', 'video', 'select', 'color', 'apply', 'animation', 'text', 'make', 'video', 'photo', 'mix', 'video', 'photo', 'together', 'photo', 'video', 'phone', 'library', 'capture', 'pick', 'music', 'audio', 'file', 'phone', 'pick', 'music', 'audio', 'file', 'phone', 'easily', 'trim', 'crop', 'split', 'video', 'clip', 'set', 'volume', 'level', 'copy', 'paste', 'move', 'delete', 'clip', 'position', 'simple', 'playback', 'control', 'review', 'clip', 'real-time', 'preview', 'add', 'music', 'video', 'make', 'music', 'video', 'apply', 'awesome', 'effect', 'save', 'movie', 'project', 'later', 'editing', 'slow', 'motion', 'effect', 'x10', 'upload', 'youtube', 'freeze', 'frame']",Music
1072,,"['tutorial', 'scott', 'freiman', 'pull', 'apple', 'garageband', 'gb', 'virtual', 'garage', 'nascar', 'mechanic', 'passion', 'detail', 'show', 'fine-tuned', 'hybrid', 'daw', 'work', 'first', 'section', 'scott', 'put', 'pedal', 'metal', 'building', 'tune', 'scratch', 'watching', 'scott', 'make', 'musical', 'decision', 'give', 'roadmap', 'learn', 'fundamental', 'creating', 'first', 'note', 'final', 'exported', 'track', 'scott', 'accelerates', 'workspace', 'learn', 'timeline', 'navigation', 'gps', 'needed', 'inspector', 'medium', 'browser', 'notepad', 'next', 'upshifting', 'loop', 'awesome', 'flex', 'tool', 'make', 'recorded', 'audio', 'fit', 'right', 'beat', 'speaking', 'audio', 'scott', 'crank', 'subwoofer', 'talk', 'recording', 'audio', 'track', 'plugging', 'included', 'virtual', 'amp', 'pedalboard', 'make', 'hairpin', 'turn', 'world', 'midi', 'software', 'instrument', 'cover', 'basic', 'editing', 'quantization', 'score', 'editor', 'scream', 'last', 'straightaway', 'cover', 'cool', 'thing', 'arranging', 'mixing', 'finally', 'scott', 'give', 'checkered', 'flag', 'cross', 'garageband', 'finish', 'line', 'learning', 'make', 'podcasts', 'movie', 'score', 'garageband', 'tutorial', 'scott', 'freiman', 'missed', 'table', 'content', 'welcome', 'garageband', 'covering', 'setting', 'garageband', 'main', 'window', 'look', 'region', 'creating', 'song', 'composing', 'loop', 'adding', 'loop', 'cycling', 'working', 'region', 'recording', 'software', 'instrument', 'changing', 'instrument', 'onscreen', 'keyboard', 'musical', 'typing', 'recording', 'real', 'instrument', 'recording', 'guitar', 'exporting', 'song', 'saving', 'song', 'lcd', 'timeline', 'moving', 'around', 'track', 'split', 'join', 'grid', 'guide', 'track', 'inspector', 'region', 'editor', 'locking', 'track', 'medium', 'browser', 'notepad', 'loop', 'loop', 'browser', 'transposing', 'audio', 'modifying', 'browser', 'button', 'working', 'region', 'editor', 'tuning', 'audio', 'flex', 'tool', 'region', 'editor', 'quantizing', 'audio', 'adding', 'accent', 'transposing', 'multiple', 'region', 'setting', 'record', 'audio', 'choosing', 'bass', 'amp', 'recording', 'bass', 'setting', 'record', 'guitar', 'choosing', 'guitar', 'amp', 'using', 'pedal', 'recording', 'guitar', 'multitrack', 'recording', 'cycle', 'recording', 'comping', 'audio', 'importing', 'exporting', 'audio', 'groove', 'matching', 'recording', 'software', 'instrument', 'cycle', 'recording', 'software', 'instrument', 'editing', 'software', 'instrument', 'editing', 'controller', 'data', 'creating', 'software', 'loop', 'quantization', 'score', 'editor', 'cut', 'copy', 'paste', 'using', 'audio', 'unit', 'instrument', 'importing', 'midi', 'file', 'insert', 'effect', 'send', 'master', 'effect', 'arrangement', 'track', 'arrangement', 'track', 'creating', 'rough', 'arrangement', 'creating', 'rough', 'mix', 'automating', 'volume', 'panning', 'automating', 'effect', 'master', 'track', 'sharing', 'song', 'working', 'movie', 'creating', 'podcast', 'thanks', 'watching']",Music
1083,,"['update', 'v1.3', 'add', 'indicator', 'playing', 'try', 'tap', 'indicator', 'add', 'loading', 'prompt', 'beginning', 'add', 'clear', 'button', 'turn', 'v1.2', 'changed', 'sound', 'nice', 'make', 'bpm', 'adjustable', 'add', 'random', 'sound', 'feature', 'melodybox', 'funny', 'software', 'melody', 'click', 'block', 'click', 'block', 'make', 'active', 'sound', 'order', 'active', 'block', 'compose', 'beautiful', 'melody']",Music
1097,,"['retro', 'look', 'vintage', 'drum', 'reminiscent', 'earlier', 'drum', 'machine', 'create', 'drum', 'set', 'selection', 'sample', 'drum', 'away', 'without', 'hesitation', 'tapping', 'velocity', 'sensitive', 'drum', 'pad', 'version', 'vintage', 'drum', 'work', 'without', 'sequencer', 'storing', 'automatically', 'playing', 'rhythm', 'pattern', 'allows', 'manually', 'playing', 'drum', 'sound']",Music
1102,,"['clean', 'simple', 'audio', 'player', 'ogg', 'vorbis', 'music', 'file', 'ogg', 'vorbis', 'audio', 'file', 'note', 'audio', 'player', 'ogg', 'vorbis', 'video', 'file']",Music
1112,,"['advanced', 'music', 'player', 'ever', 'built', 'window', 'mobile', 'www.dawncode.com', 'beyond', 'listening', 'dawncode', 'and/or', 'heshan', 'pathirana', 'right', 'reserved']",Music
1117,,"['parrot', 'audio', 'suite', 'application', 'allows', 'adjust', 'setting', 'parrot', 'zik', 'wireless', 'headphone', 'simple', 'intuitive', 'user', 'interface', 'easily', 'configure', 'parrot', 'concert', 'hall', 'effect', 'enhance', 'listening', 'experience', 'predefined', 'equalizer', 'set', 'custom', 'setting', 'activate', 'deactivate', 'active', 'noise', 'cancellation', 'check', 'battery', 'level', 'zik', 'keep', 'zik', 'updated', 'latest', 'software', 'release', 'zik', 'experience', 'started', 'embedded', 'tutorial']",Music
1147,,"['player', 'music', 'make', 'easy', 'start', 'listening', 'great', 'music', 'right', 'away', 'without', 'hassle', 'sometimes', 'associated', 'internet', 'radio', 'searching', 'radio', 'station', 'fussing', 'playlist', 'monthly', 'fee', 'really', 'cool', 'light', 'show', 'included', 'even', 'trial', 'version', 'provides', 'almost', 'club', 'experience', 'yet', 'go', 'kind', 'music', 'might', ""'small"", 'footprint', 'meaning', 'downloads', 'installs', 'quickly', 'tax', 'system', 'requiring', 'large', 'audio', 'file', 'available', 'playback']",Music
1148,,"['streaming', 'music', 'player', 'make', 'easy', 'start', 'listening', 'great', 'music', 'right', 'away', 'without', 'hassle', 'sometimes', 'associated', 'internet', 'radio', 'searching', 'radio', 'station', 'fussing', 'playlist', 'monthly', 'fee', 'really', 'cool', 'light', 'show', 'included', 'even', 'trial', 'version', 'provides', 'almost', 'club', 'experience', 'yet', 'go', 'kind', 'music', 'might', ""'small"", 'footprint', 'meaning', 'downloads', 'installs', 'quickly', 'tax', 'system', 'requiring', 'large', 'audio', 'file', 'available', 'playback', 'copyright', 'c', 'roark', 'dority', 'right', 'reserved']",Music
1151,,"['tired', 'finding', 'tiny', 'button', 'control', 'music', 'xpress', 'music', 'simplest', 'music', 'player', 'window', 'phone', 'pause', 'change', 'track', 'easily', 'even', 'without', 'looking', 'screen', 'tap/swipe', 'anywhere', 'screen', 'control', 'music', 'go', 'due', 'limitation', 'o', 'fast', 'forward', 'rewind', 'press', 'volume', 'key', 'hold', 'button']",Music
1176,,"['unofficial', 'application', 'listen', 'somafm', 'radio']",Music
1209,,"['simple', 'song', 'creator', 'music', 'composition', 'application', 'specially', 'designed', 'mobile', 'platform', 'simple', 'powerful', 'tool', 'fulfills', 'need', 'writing', 'music', 'go', 'provides', 'handy', 'interface', 'allows', 'input', 'note', 'chord', 'quickly', 'virtual', 'note', 'keyboard', 'chord', 'board', 'music', 'notation', 'stuff', 'write', 'whole', 'song', 'simply', ""'re"", 'typing', 'text', 'text', 'keyboard', 'write', 'music', 'notation', 'support', 'wide', 'range', 'note', 'music', 'symbol', 'note', 'duration', 'time', 'signature', 'key', 'signature', 'write', 'lyric', 'write', 'chord', 'symbol', 'playback', 'function', 'piano', 'sound', 'transpose', 'song', 'key', 'export', 'song', 'midi', 'musicxml', 'file', 'upload', 'cloud', 'storage', 'service', 'skydrive', 'dropbox', 'download', 'song', 'pc', 'continue', 'working', 'using', 'professional', 'music', 'composing', 'application', 'encore', 'finale', 'guitar', 'pro', 'editing', 'assistant', 'multiple', 'selecting', 'note', 'copy', 'paste', 'undo', 'redo', 'feel', 'add', 'feedback']",Music
1223,,"['radio', 'swiss', 'jazz', 'swiss', 'internet', 'radio', 'station', 'stream', 'best', 'jazz', 'music', 'internet', 'without', 'commercial', ""'ll"", 'best', 'music', 'ever', 'directly', 'window', 'phone', 'fun', 'please', 'rate', 'review', 'unofficial', 'client']",Music
1231,,"['airshare', 'full', 'featured', 'upnp/dlna', 'control', 'point', 'easily', 'music', 'video', 'image', 'network', 'dlna', 'tv', 'xbmc', 'wmp', 'external', 'upnp', 'medium', 'server', 'fix', 'color', 'issue', 'light', 'theme', 'mode', 'add', 'background', 'audio', 'feature', 'improve', 'photo', 'viewer', 'add', 'na', 'transcode', 'function', 'fix', 'bug', 'change', 'color', 'theme', 'gray', 'add', 'playto', 'function', 'push', 'photo', 'phone', 'tv', 'fix', 'crash', 'bug', 'audio', 'playback', 'continue', 'browsing', 'different', 'audio', 'playback', 'continue', 'lock', 'screen', 'wp8.0', 'stream', 'music', 'video', 'upnp/dlna', 'medium', 'server', 'twonky', 'asset', 'upnp', 'na', 'upnp', 'window', 'phone', 'device', 'codecs', 'supported', 'audio', 'local', 'playback', 'system', 'decoder', 'mp3', 'aac', 'without', 'drm', 'wma', 'ogg', 'vorbis', 'video', 'playback', 'delegated', 'external', 'stream', 'music/videos', 'upnp/dlna', 'medium', 'server', 'upnp', 'renderers', 'regular', 'playback', 'control', 'pause', 'seek', 'display', 'album', 'art']",Music
1232,,"['simple', 'build', 'medium', 'player', 'almost', 'medium', 'format', 'transfer', 'file', 'phone', 'wi-fi', 'transfer', 'also', 'manage', 'file', 'file', 'launch', 'default', 'phone', 'mean', 'medium', 'player', 'also', 'file', 'manager', 'set', 'trail', 'version', 'paid', 'version', 'appreciated', 'hope', 'enjoy', 'make', 'better', 'v1.2.0', 'update', 'improve', 'codec', 'engine', 'smoothly', 'gesture', 'control', 'playing', 'fix', 'bug', 'v1.1.0', 'update', 'add', 'medium', 'file', 'association', 'add', 'sd', 'card', 'show', 'supported', 'file', 'set', 'default', 'language', 'english', 'change', 'setting', 'v1.0.1', 'update', 'add', 'download', 'feature', 'built', 'browser', 'search', 'download', 'file', 'add', 'mp3/wma', 'file', 'music+video', 'hub', 'fix', 'bug', 'suggestion', 'comment']",Music
