,package,description,category
4971,,"['acupuncture', 'extra', 'point', 'created', 'integrating', 'extra', 'point', 'past', 'newly', 'discovered', 'point', 'together', 'product', 'allows', 'easy', 'comparison', 'express', 'main', 'acupuncture', 'point', 'meridian', 'extra', 'acupuncture', 'point', 'together', 'male', 'female', '3d', 'model', 'easily', 'zoom', 'multi-touch', 'see', 'exact', 'location', 'acupuncture', 'point', 'recommended', 'people', 'see', 'main', 'acupuncture', 'point', 'meridian', 'extra', 'acupuncture', 'point', 'time', 'content', 'include', 'accurate', 'location', 'based', 'book', 'function', 'character', 'released', 'korean', 'chinese', 'english', 'allows', 'used', 'across', 'world', 'realistic', 'skin', 'bone', 'internal', 'organ', '3d', 'human', 'body', 'model', 'everything', 'distinguished', 'rich', 'color', 'easy', 'see', 'based', 'international', 'standard', 'acupuncture', 'point', 'international', 'standard', 'terminology', 'traditional', 'medicine', 'western', 'pacific', 'region', 'acupuncture', 'textbook', 'university', 'asian', 'medicine', ""'huangdi"", 'neijing', 'lingshu', 'supervised', 'professor', 'korean', 'medical', 'doctor', 'korea', 'medical', 'university', 'main', 'acupuncture', 'point', 'meridian', 'main', 'acupuncture', 'point', 'governor', 'vessel', 'gv', 'acupuncture', 'point', 'conception', 'vessel', 'cv', 'acupuncture', 'point.-', 'see', 'meridian', 'first', 'world', 'acupuncture', 'extra', 'point', 'product', 'world', 'express', 'extra', 'acupuncture', 'point', 'male', 'female', '3d', 'human', 'model', 'rich', 'content', 'high', 'accuracy', 'acupuncture', 'extra', 'point', 'based', 'international', 'standard', 'acupuncture', 'point', 'internationally', 'accepted', 'standard', 'acupuncture', 'point', 'international', 'standard', 'terminology', 'traditional', 'medicine', 'western', 'pacific', 'region', 'acupuncture', 'textbook', 'university', 'asian', 'medicine', 'oldest', 'chinese', 'traditional', 'book', 'medicine', ""'huangdi"", 'neijing', 'lingshu', 'also', 'refers', 'various', 'book', 'zhenjiujiayijing', 'zhenjiudacheng', 'heo', 'joon', 'dongeuibogam', 'improved', 'accuracy', 'supervision', 'professor', 'korean', 'medical', 'doctor', 'korea', 'medical', 'university', 'accuracy', 'convenience', 'never', 'acupuncture', 'extra', 'point', 'easy', 'display', 'extra', 'acupuncture', 'point', '3d', 'human', 'body', 'model', 'well', 'extra', 'acupuncture', 'point', 'main', 'acupuncture', 'point', 'meridian', 'displayed', 'together', 'accuracy', 'easily', 'compare', 'outstanding', 'design', ""'the"", 'acupuncture', 'extra', 'point', 'skin', 'bone', 'internal', 'organ', '3d', 'human', 'model', 'look', 'realistic', 'main', 'acupuncture', 'point', 'meridian', 'extra', 'acupuncture', 'point', 'distinguished', 'rich', 'color', 'easy', 'see', 'multinational', 'availability', 'content', ""'the"", 'acupuncture', 'extra', 'point', 'created', 'korean', 'chinese', 'english', 'together', 'allows', 'used', 'across', 'world', 'www.verderoot.com', 'acupoint', 'acupuncture', 'anatomy', 'verderoot', 'meridian', 'acu', 'asian', 'medical', '3d', 'point', 'otomaru', 'inside', 'organ', 'extra', 'extraordinary', 'point', 'acupoint', 'acupuncture', 'first', 'world', 'acupuncture', 'extra', 'point', 'product', 'world', 'express', 'extra', 'acupuncture', 'point', 'male', 'female', '3d', 'human', 'model', 'rich', 'content', 'high', 'accuracy', 'acupuncture', 'extra', 'point', 'based', 'international', 'standard', 'acupuncture', 'point', 'internationally', 'accepted', 'standard', 'acupuncture', 'point', 'international', 'standard', 'terminology', 'traditional', 'medicine', 'western', 'pacific', 'region', 'acupuncture', 'textbook', 'university', 'asian', 'medicine', 'oldest', 'chinese', 'traditional', 'book', 'medicine', ""'huangdi"", 'neijing', 'lingshu', 'also', 'refers', 'various', 'book', 'zhenjiujiayijing', 'zhenjiudacheng', 'heo', 'joon', 'dongeuibogam', 'improved', 'accuracy', 'supervision', 'professor', 'korean', 'medical', 'doctor', 'korea', 'medical', 'university', 'accuracy', 'convenience', 'never', 'acupuncture', 'extra', 'point', 'easy', 'display', 'extra', 'acupuncture', 'point', '3d', 'human', 'body', 'model', 'well', 'extra', 'acupuncture', 'point', 'main', 'acupuncture', 'point', 'meridian', 'displayed', 'together', 'accuracy', 'easily', 'compare', 'outstanding', 'design', ""'the"", 'acupuncture', 'extra', 'point', 'skin', 'bone', 'internal', 'organ', '3d', 'human', 'model', 'look', 'realistic', 'main', 'acupuncture', 'point', 'meridian', 'extra', 'acupuncture', 'point', 'distinguished', 'rich', 'color', 'easy', 'see', 'multinational', 'availability', 'content', ""'the"", 'acupuncture', 'extra', 'point', 'created', 'korean', 'chinese', 'english', 'together', 'allows', 'used', 'across', 'world', 'made', 'educational', 'purpose', 'practicing', 'human', 'body', 'please', 'go', 'supervision', 'doctor', 'specialist']",Medical
5021,,"['study', 'acupuncture', 'acupressure', 'visually', 'interactively', 'good', 'feel', 'flow', 'meridian', 'channel', 'anatomical', 'acupuncture', 'point', 'location', 'includes', 'complete', 'interactive', '3d', 'anatomy', 'model', 'muscle', 'bone', 'organ', 'interactively', 'edited', 'hide', 'fade', 'etc', 'acupuncture', 'point', 'meridian', 'anatomical', 'model', 'contain', 'full', 'textual', 'description', 'edited', 'saved', 'contains', 'extended', 'searching', 'option', 'search', 'acupuncture', 'point', 'name', 'function', 'indication', 'acupuncture', 'point', 'internal', 'meridian', 'channel', 'included', 'along', 'connected', 'organ', 'acupuncture', 'point', 'acupuncture', 'point', 'group', 'included', 'along', 'additional', 'information', 'point', 'group', 'display', 'option', 'allow', 'either', 'show', 'anatomical', 'model', 'skin', 'isolate', 'meridian', 'acupuncture', 'point', 'much', 'quiz', 'test', 'included', 'subject', 'meridian', 'channel', 'acupuncture', 'point', 'anatomy', 'muscle', 'bone', 'organ', 'useful', 'tcm', 'acupuncture', 'acupressure', 'trigger', 'point', 'reflexology', 'massage', 'student', 'created', 'interactive', 'manual', 'learn', 'acupuncture', 'acupressure', 'visual', 'intuitive', 'way', 'created', 'alongside', 'specialist', 'field', 'acupuncture', 'acupressure', 'reflexology', 'co-created', 'totalhealth', 'acupuncture', 'institute', 'acupuncture', 'point', 'also', 'used', 'acupressure', 'reflexology', 'massage', 'even', 'martial', 'art', 'acupuncture', 'meant', 'learning', 'aid', 'study', 'tool', 'fully', 'interactive', '3d', 'aid', 'getting', 'better', 'understanding', 'flow', 'meridian', 'channel', 'acupuncture', 'point', 'location', '3d', 'easier', 'studying', 'acupuncture', 'book', '2d', 'charts/diagrams', 'updated', 'future', 'contain', 'even', 'information', 'please', 'let', 'u', 'know', 'idea', 'comment', 'term', '//www.graphicvizion.com/policies/visualacupuncturetermsofuse.html', 'privacy', 'policy', '//www.graphicvizion.com/policies/visualacupunctureprivacypolicy.html']",Medical
5062,,"['rey-recorder', 'test', 'rey-osterrieth', 'complex', 'figure', 'rocf', 'easy', 'fast', 'way', 'rocf', 'created', 'andre', 'rey', 'famous', 'psychological', 'assessment', 'tool', 'rocf', 'measure', 'human', 'cognitive', 'function', 'many', 'aspect', 'visual', 'perceptual', 'organization', 'non-verbal', 'memory', 'problem', 'solving', 'psycho-motor', 'function', 'carry', 'rocf', 'easily', 'rey-recorder', 'reduces', 'burden', 'necessary', 'preparation', 'rocf', 'originally', 'rocf', 'examiner', 'know', 'subject', 'copy', 'figure', 'thus', 'examiner', 'need', 'video', 'camera', 'color', 'pencil', 'evaluate', 'rocf', 'examiner', 'recorded', 'video', 'score', 'order', 'drawing', 'element', 'figure', 'rey-recorder', 'end', 'show', 'picture', 'order', 'subject', 'drawing', 'visibly', 'recorded', 'thereby', 'examiner', 'evaluate', 'without', 'video', 'camera', 'color', 'pencil', 'using', 'save', 'time', 'evaluating', 'process', 'well', 'labor', 'preparing.in', 'addition', 'along', 'screen', 'recording', 'window', 'comfortable', 'evaluating', 'rocf', 'next', 'version', 'rey-recorder', 'add', 'function', 'enable', 'examiner', 'evaluate', 'rocf', 'easily', 'without', 'screen', 'recording', 'next', 'version', 'freely', 'available', '1st', 'version', 'user']",Medical
5359,,"['math', 'based', 'version', 'n-back', 'test', 'working', 'memory', 'version', 'participant', 'answer', 'simple', 'single', 'digit', 'math', 'problem', 'n-back', 'test', 'test', 'working', 'memory', 'participant', 'presented', 'answer', 'series', 'simple', 'single', 'digit', 'math', 'question', 'twist', 'question', 'participant', 'answer', 'question', 'currently', 'screen', 'question', 'answer', 'question', 'n', 'question', 'screen']",Medical
5391,,"['pill', 'designed', 'manage', 'pills/medications', 'take', 'pill', 'time', 'miss', 'taking', 'pill', 'many', 'thing', 'bad', 'memory', 'taking', 'pill', 'time', 'everyday', 'good', 'health', 'let', 'pill', 'remind', 'time']",Medical
5482,,"['nursecharts', 'fct', 'companion', 'developed', 'small', 'clinic', 'nurse', 'independent', 'nurse', 'enables', 'nurse', 'maintain', 'medical', 'history', 'patient', 'using', 'informative', 'medical', 'chart', 'offer', 'day', 'trial', 'period', 'nurse', 'evaluate', 'trail', 'period', 'complete', 'functionality', 'provided', 'nurse', 'without', 'limitation', 'medical', 'charting', 'made', 'available', 'window', 'device', 'location', 'worrying', 'keeping', 'paperwork', 'start', 'charting', 'paperless', 'today', 'easy', 'charting', 'patient', 'spend', 'le', 'time', 'documenting', 'time', 'matter']",Medical
5894,,"['hear', 'noise', 'otherwise', 'quiet', 'room', 'back', 'club', 'feel', 'ear', 'still', 'sooth', 'effect', 'tinnitus', 'phantom', 'noise', 'tricking', 'mind', 'listening', 'binaural', 'beat', 'notice', 'focus', 'sound', 'played', 'begin', 'notice', 'phantom', 'noise', 'le', 'please', 'submit', 'feedback', 'attempt', 'resolve', 'issue', 'add', 'localized', 'different', 'language', 'including', 'english', 'french', 'spanish', 'chinese', 'simplified', 'plus']",Medical
5978,,"['prosthetic', 'selection', 'guide', 'straumann', 'licensed', 'healthcare', 'professional', 'increase', 'efficiency', 'workflow-based', 'access', 'prosthetic', 'component', 'case', 'start', 'implant', 'platform', 'find', 'abutment', 'follow', 'prosthetic', 'pathway', 'select', 'auxiliary', 'access', 'selection', 'summary', 'share', 'selection', 'order', 'component', 'easy', 'partner', 'straumann', 'make', 'difference', 'working', 'efficient', 'way', 'supplementary', 'information', 'found', 'relevant', 'product', 'brochure', 'made', 'available', 'dental', 'professional', 'information', 'straumann', 'representative']",Medical
6044,,"['south', 'african', 'pharmacy', 'council-', 'pharmacy', 'inspection', 'inspector']",Medical
6095,,"['overview', 'electronic', 'preventive', 'service', 'selector', 'epss', 'application', 'designed', 'developed', 'u.s.', 'department', 'health', 'human', 'service', 'hhs', 'agency', 'healthcare', 'research', 'quality', 'ahrq', 'nation', 'lead', 'federal', 'agency', 'research', 'health', 'care', 'quality', 'cost', 'outcome', 'patient', 'safety', 'epss', 'application', 'developed', 'assist', 'primary', 'care', 'clinician', 'identifing', 'screening', 'counseling', 'preventive', 'medication', 'service', 'appropriate', 'patient', 'epss', 'information', 'based', 'current', 'recommendation', 'u.s.', 'preventive', 'service', 'task', 'force', 'uspstf', 'searched', 'specific', 'patient', 'characteristic', 'age', 'sex', 'selected', 'behavioral', 'risk', 'factor', 'epss', 'window', 'full', 'functionality', 'equivalent', 'epss', 'application', 'full', 'mobility', 'without', 'wireless', 'internet', 'connectivity', 'optional', 'subscription', 'notification', 'available', 'update', 'automated', 'epss', 'data', 'update', 'information', 'visit', '//epss.ahrq.gov', 'application', 'downloads', 'data', 'update', 'require', 'internet', 'connectivity', 'application', 'downloads', 'data', 'update', 'require', 'internet', 'connectivity']",Medical
6141,,"['configure', 'i-drive®', 'advanced', 'drive', 'control', 'interface', 'i-drive', 'config', 'change', 'setup', 'i-drive®', 'interface', 'suit', 'user', 'need', 'using', 'window', 'computer', 'tablet', 'logging', 'dealer', 'credential', 'access', 'adjustable', 'setting', 'configure', 'i-drive', 'interface', 'complete', 'task', 'joystick', 'calibration', 'sip-n-puff', 'pressure', 'threshold', 'adjustment', 'setting', 'hybrid', 'configuration', 'enabling', 'different', 'input', 'type', 'operate', 'wheelchair', 'please', 'note', 'i-drive®', 'advanced', 'drive', 'control', 'interface', 'v4.0', 'greater', 'required', 'without', 'dealer', 'credential', 'diagnostics', 'screen', 'accessible']",Medical
6242,,"['dr.', 'benny', 'emr', 'store', 'patient', 'medical', 'data']",Medical
6301,,"['nursing', 'flashcard', 'ultimate', 'study', 'aid', 'nurse', 'nursing', 'student', 'medical', 'student', 'doctor', 'rn', 'dr.', 'lpn', 'deck', 'included', 'abbreviation', 'fundamental', 'injection', 'refixes', 'rxclasses', 'surgical', 'terminology', 'vital', 'sign', 'developed', 'win', 'phone', 'tablet']",Medical
6720,,"['virtual', 'plastic', 'surgery', 'pro', 'virtual', 'plastic', 'surgery', 'pro', 'software', 'simulates', 'plastic', 'surgery', 'software', 'process', 'digital', 'photo', 'achieve', 'effect', 'plastic', 'simulation', 'user', 'suitable', 'virtual', 'plastic', 'surgery', 'pro', 'a.', 'beauty', 'seeker', 'beauty', 'seeker', 'easily', 'software', 'simulate', 'effect', 'plastic', 'surgery', 'without', 'professional', 'medical', 'equipment', 'without', 'go', 'hospital', 'meet', 'plastic', 'surgeon', 'obtain', 'preliminary', 'reference', 'plastic', 'surgery', 'effect', 'b.', 'plastic', 'surgeon', 'consultant', 'using', 'software', 'convenient', 'intuitive', 'simulate', 'effect', 'plastic', 'surgery', 'provide', 'strong', 'patient', 'design', 'cosmetic', 'program', 'c.', 'retouching', 'designer', 'software', 'beautify', 'people', 'photo', 'course', 'also', 'spoofing', 'virtual', 'plastic', 'surgery', 'pro', 'simulate', 'shape', 'front', 'face', 'import', 'decent', 'clear', 'picture', 'front', 'face', 'simulate', 'shape', 'side', 'face', 'part', 'body', 'import', 'photo', 'relevant', 'body', 'part', 'function', 'current', 'version', 'virtual', 'plastic', 'surgery', 'pro', 'provide', 'present', 'software', 'simulate', 'plastic', 'surgery', 'project', 'including', 'photo', 'beautification', 'common', 'tool', 'a.', 'face', 'face', 'thin', 'face', 'chin', 'face', 'lower', 'jaw', 'face', 'temple', 'face', 'philtrum', 'face', 'whitening', 'b.', 'eye', 'eye', 'inner', 'corner', 'eye', 'outer', 'corner', 'eye', 'lower', 'move', 'eye', 'position', 'horizontal', 'eye', 'position', 'vertical', 'eye', 'size', 'eye', 'size', 'horizontal', 'eye', 'size', 'vertical', 'eye', 'rotation', 'redeye', 'c.', 'brow', 'brow', 'position', 'horizontal', 'brow', 'position', 'vertical', 'brow', 'rotation', 'brow', 'size', 'brow', 'size', 'horizontal', 'brow', 'size', 'vertical', 'd.', 'nose', 'nose', 'position', 'horizontal', 'nose', 'position', 'vertical', 'nose', 'size', 'nose', 'rotation', 'nose', 'size', 'horizontal', 'nose', 'size', 'vertical', 'nose', 'nasal', 'base', 'e.', 'mouth', 'mouth', 'lip', 'mouth', 'corner', 'rise', 'mouth', 'size', 'mouth', 'size', 'horizontal', 'mouth', 'size', 'vertical', 'mouth', 'position', 'horizontal', 'mouth', 'position', 'vertical', 'mouth', 'rotation', 'f.', 'body', 'universal', 'deform', 'tool', 'universal', 'copy', 'tool', 'g.', 'common', 'tool', 'graffiti', 'mosaic', 'adjust', 'color', 'precaution', 'using', 'software', 'a.', 'plastic', 'surgery', 'effect', 'produced', 'software', 'effect', 'simulated', 'computer', 'huge', 'difference', 'actual', 'plastic', 'surgery', 'even', 'impossible', 'achieve', 'plastic', 'surgery', 'effect', 'produced', 'software', 'basis', 'decision', 'actual', 'plastic', 'surgery', 'related', 'behavior', 'plastic', 'surgery', 'involves', 'high', 'risk', 'considering', 'plastic', 'surgery', 'must', 'go', 'regular', 'hospital', 'consult', 'qualified', 'plastic', 'surgeon', 'make', 'comprehensive', 'assessment', 'detail', 'possibility', 'success', 'rate', 'final', 'result', 'cost', 'specific', 'plastic', 'surgery', 'b.', 'make', 'payment', 'software', 'related', 'service', 'life', 'subsequent', 'version', 'upgrade', 'subsequent', 'version', 'add', 'simulation', 'shaping', 'project', 'continuously', 'improve', 'authenticity', 'simulation']",Medical
6732,,"['coronavirus', 'explorer', 'interactive', 'model', 'sars-cov-2', 'virus', 'created', 'anyone', 'want', 'explore', 'biological', 'structure', 'whole', 'way', 'application', 'also', 'includes', 'coronavirus', 'surface', 'protein', 'cutaway', 'view', 'rna', 'inside', 'shell', 'scientific', 'reference', 'used', 'creation', 'tool', 'invivo', 'communication', 'created', 'first', 'version', 'coronavirus', 'explorer', 'general', 'education', 'additional', 'tool', 'researcher', 'search', 'vaccine', 'suggestion', 'include', 'next', 'version', 'improve', 'current', 'build', 'research', 'development', 'please', 'u', 'cvexplorer', 'invivo.com', 'invivocom', 'twitter', 'instagram', 'find', 'u', 'invivo.com']",Medical
6833,,"['useful', 'doctor', 'store', 'patient', 'medical', 'data']",Medical
7041,,"['order', 'ensure', 'proper', 'communication', 'mhosp', 'hospital', 'information', 'system', 'data', 'interchange', 'functionality', 'required', 'please', 'ask', 'provider', 'integration', 'module']",Medical
7233,,"['dental', 'splashcards', 'study', 'aid', 'dentist', 'hygienist', 'dental', 'student', 'deck', 'included', 'anatomy', 'abbreviation', 'charting', 'instrument', 'radiology', 'vocabulary', 'preventive', 'occlusion', 'developed', 'phone', 'tablet', 'desktop']",Medical
7234,,"['nursing', 'flashcard', 'pro', 'study', 'aid', 'nurse', 'doctor', 'medical', 'nursing', 'student', 'studying', 'medicine', 'medical', 'science', 'deck', 'included', 'abbreviation', 'fundamental', 'injection', 'prefix', 'rx', 'class', 'surgical', 'terminology', 'vital', 'sign', 'developed', 'phone', 'tablet', 'desk', 'top']",Medical
7236,,"['endocrinology', 'flashcard', 'pro', 'study', 'aid', 'doctor', 'nurse', 'medical', 'nursing', 'student', 'studying', 'endocrinology', 'deck', 'included', 'basic', 'drug', 'hormone', 'diabetes', 'thyroid', 'physiology', 'pituitary', 'overview', 'developed', 'phone', 'tablet', 'desktop']",Medical
7242,,"['obgyn', 'flashcard', 'pro', 'study', 'aid', 'doctor', 'nurse', 'medical', 'nursing', 'student', 'studying', 'obstetrics', 'gynecology', 'deck', 'included', 'basic', 'drug', 'labor', 'delivery', 'postpartum', 'neonatology', 'sonography', 'fetal', 'development', 'anesthesia', 'developed', 'phone', 'tablet', 'desktop']",Medical
7243,,"['nursing', 'study', 'guide', 'study', 'aid', 'using', 'flashcard', 'nurse', 'nursing', 'student', 'rn', 'deck', 'included', 'abbreviation', 'fundamental', 'injection', 'rxclasses', 'terminology', 'vital', 'sign', 'developed', 'phone', 'tablet', 'desktop']",Medical
7244,,"['psychiatry', 'flashcard', 'pro', 'study', 'aid', 'doctor', 'nurse', 'medical', 'nursing', 'student', 'studying', 'psychiatry', 'deck', 'included', 'intro', 'drug', 'personality', 'disorder', 'term', 'depression', 'psycho', 'pathology', 'mood', 'disorder', 'dsm-iv', 'developed', 'phone', 'tablet', 'desktop']",Medical
7246,,"['nursing', 'anatomy', 'deluxe', 'study', 'aid', 'nurse', 'nursing', 'student', 'studying', 'medicine', 'anatomy', 'physiology', 'deck', 'included', 'terminology', 'human', 'physiology', 'gross', 'bone', 'skeletal', 'heart', 'muscular', 'developed', 'phone', 'tablet', 'desktop']",Medical
7250,,"['dermatology', 'flashcard', 'pro', 'study', 'aid', 'doctor', 'nurse', 'nursing', 'medical', 'student', 'studying', 'dermatology', 'deck', 'included', 'intro', 'dermatosis', 'drug', 'hair', 'nail', 'peds', 'pharmacology', 'pathology', 'infection', 'developed', 'phone', 'tablet', 'desk', 'top']",Medical
