,package,description,category
4308,,"['christmas', 'year', 'festivity', 'arrived', 'waste', 'much', 'time', 'creating', 'exclusive', 'card', 'gift', 'christmas', 'year', 'frame', 'greeting', 'card', ""'ll"", 'find', 'beautiful', 'christmas', 'year', 'frame', 'easily', 'create', 'card', 'using', 'picture', 'design', 'christmas', 'year', 'card', 'picture', 'family', 'friend', 'love', 'anything', 'add', 'appear', 'card', 'friend', 'family', 'love', 'special', 'gift', 'enjoy', 'amazing', 'exclusive', 'christmas', 'frame', 'add', 'photo', 'frame', 'easy', 'create', 'card', 'three', 'photo', 'depending', 'frame', 'select', 'frame', 'left', 'side', 'image', 'preview', 'frame', 'chose', 'appear', 'screen', 'click', 'add', 'add', 'photo', 'frame', 'photo', 'appear', 'frame', 'add', 'photo', 'frame', 'allows', 'click', 'clear', 'delete', 'photo', ""'ve"", 'added', 'click', 'save', 'select', 'folder', 'save', 'card', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design  >  Illustration & graphic design
4324,,"['looking', 'way', 'resize', 'image', 'width', 'height', 'keep', 'quality', 'image', 'resizer', 'tool', 'job', 'easily', 'fit', 'box', 'tool', 'choose', 'width', 'height', 'image', 'increased', 'decresead', 'proportionally', 'using', 'fill', 'tool', 'image', 'going', 'exactly', 'size', 'choose', 'filling', 'empty', 'space', 'adding', 'image', 'add', 'image', 'resize', 'resize', 'image', 'resize', 'image', 'using', 'two', 'different', 'method', 'fit', 'box', 'fill', 'select', 'width', 'height', 'choose', 'output', 'width', 'height', 'image', 'saving', 'file', 'save', 'image', 'anywhere', 'clear', 'file', 'wan', 'na', 'file', 'added', 'anymore', 'clean', 'choose', 'file', 'enjoy', 'amazing', 'add', 'image', 'resize', 'image', 'fit', 'box', 'fill', 'image', 'easy', 'interface', 'format', 'save', 'png', 'image', 'save', 'png', 'file', 'clear', 'file', 'click', 'button', 'add', 'file', 'bottom', 'side', 'drag', 'drop', 'add', 'image', 'left', 'side', 'application', 'resize', 'area', 'choose', 'fit', 'box', 'image', 'fill', 'right', 'choose', 'output', 'width', 'height', 'image', 'click', 'button', 'begin', 'resize', 'save', 'click', 'button', 'clear', 'wan', 'na', 'current', 'image', 'anymore', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design  >  Illustration & graphic design
4326,,"['christmas', 'year', 'festivity', 'arrived', 'waste', 'much', 'time', 'creating', 'exclusive', 'card', 'gift', 'merry', 'christmas', 'happy', 'year', 'card', 'photoshop', ""'ll"", 'find', 'beautiful', 'christmas', 'year', 'template', 'load', 'directly', 'photoshop', 'create', 'stunning', 'card', 'photo', 'message', 'gift', 'family', 'friend', 'design', 'card', 'quickly', 'using', 'template', 'psd', 'file', 'ready', 'used', 'photoshop', 'select', 'template', ""'ve"", 'liked', 'launch', 'add', 'photo', 'relative', 'surprise', 'stunning', 'card', 'enjoy', 'amazing', 'template', 'psd', 'file', 'template', '3.5x2', 'inch', 'using', 'usa', 'standard', 'pixels/inch', 'easy', 'load', 'photoshop', 'exclusive', 'template', 'select', 'template', 'left', 'side', 'image', 'preview', 'template', 'chose', 'appear', 'screen', 'click', 'launch', 'image', 'launch', 'template', 'photoshop', 'using', 'photoshop', 'add', 'photo', 'message', 'card', 'done', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design  >  Illustration & graphic design
4336,,"['christmas', 'festivity', 'arrived', 'trying', 'give', 'photo', 'christmas', 'look', 'ca', 'regular', 'edition', 'christmas', 'filter', 'effect', 'artistic', 'blend', ""'ll"", 'give', 'fancy', 'blend', 'effect', 'photo', 'using', 'amazing', 'christmas', 'filter', 'christmas', 'filter', 'effect', 'artistic', 'blend', 'make', 'christmas', 'even', 'beautiful', 'select', 'filter', 'choose', 'transparecy', 'level', 'effect', 'photo', 'ready', 'surprise', 'friend', 'enjoy', 'amazing', 'christmas', 'filter', 'blend', 'effect', 'automatic', 'easy', 'powerful', 'save', 'image', 'png', 'format', 'load', 'image', 'using', 'open', 'image', 'button', 'select', 'filter', 'left', 'side', 'move', 'filter', 'transparency', 'slide', 'change', 'transparency', 'click', 'save', 'select', 'folder', 'save', 'image', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design
4338,,"['coming', 'time', 'find', 'different', 'type', 'calendar', 'coming', 'year', 'picture', 'calendar', 'beautiful', 'memory', ""'ll"", 'find', 'amazing', 'template', 'calendar', 'ready', 'add', 'photo', 'create', 'beautiful', 'calendar', 'design', 'calendar', 'using', 'image', 'applying', 'template', 'give', 'look', 'customized', 'calendar', 'company', 'family', 'friend', 'gift', 'someone', 'love', 'enjoy', 'amazing', 'calendar', 'template', 'add', 'photo', 'template', 'easy', 'create', 'customized', 'calendar', 'exclusive', 'template', 'select', 'template', 'left', 'side', 'image', 'preview', 'template', 'chose', 'appear', 'screen', 'click', 'add', 'add', 'photo', 'template', 'photo', 'appear', 'template', 'click', 'clear', 'delete', 'photo', ""'ve"", 'added', 'click', 'save', 'select', 'folder', 'save', 'calendar', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design
4372,,"['nowadays', 'business', 'card', 'social', 'necessity', 'important', 'find', 'right', 'design', 'suitable', 'business', 'business', 'card', 'template', 'photoshop', 'delivers', 'exclusive', 'business', 'card', 'template', 'photoshop', 'beautifull', 'clean', 'template', 'add', 'personal', 'business', 'attribute', 'name', 'phone', 'number', 'address', 'company', 'address', 'logo', 'could', 'arranged', 'highlighted', 'suitable', 'order', 'easy', 'referencing', 'overdo', 'business', 'card', 'unnecessary', 'attribute', 'avoid', 'confusion', 'among', 'contact', 'add', 'personal', 'business', 'attribute', 'template', 'professional', 'creative', 'designer', 'job', 'either', 'inkjet/laser', 'printer', 'print', 'business', 'card', 'assigned', 'printer', 'job', 'simple', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design  >  Illustration & graphic design
4377,,"['ever', 'wanted', 'combine', 'two', 'photo', 'saw', 'done', 'professional', 'know', 'image', 'blend', 'mode', 'double', 'exposure', 'effect', 'contains', 'category', 'texture', 'leave', 'image', 'great', 'style', 'great', 'surprising', 'love', 'family', 'friend', 'select', 'image', 'contained', 'moment', 'create', 'beautiful', 'photographic', 'effect', 'combine', 'favorite', 'moment', 'make', 'last', 'forever', 'enjoy', 'amazing', 'blend', 'effect', 'designed', 'effect', 'category', 'universe', 'city', 'love', 'vintage', 'nature', 'light', 'christmas', 'image', 'automatic', 'easy', 'powerful', 'beautifull', 'pro', 'interface', 'enhance', 'option', 'saturation', 'brightness', 'contrast', 'exposure', 'gama', 'hue', 'auto', 'enhance', 'black', 'white', 'load', 'image', 'using', 'open', 'image', 'button', 'top', 'left', 'corner', 'drag', 'main', 'area', 'select', 'category', 'clicking', 'gallery', 'type', 'right', 'area', 'select', 'effect', 'clicking', ""'ll"", 'added', 'image', 'move', 'transparency', 'slider', 'top', 'center', 'change', 'transparency', 'back', 'select', 'another', 'category', 'click', 'gallery', 'type', 'choose', 'another', 'filter', 'enhance', 'image', 'check', 'auto', 'enhance', 'box', 'left', 'area', 'improve', 'click', 'save', 'top', 'right', 'corner', 'select', 'folder', 'save', 'image', 'doubt', 'trouble', 'product', 'company', 'make', 'suggestion', 'submit', 'request', 'feature', 'following', 'tool', 'go', 'bravecl.com', 'find', 'frequently', 'asked', 'question', 'list', 'application', 'tutorial', 'more…', 'also', 'send', 'bravecl.com', 'respond', 'soon', 'important', 'constantly', 'improve']",Multimedia design
4436,,"['awesome', 'tool', '3d', 'artist', 'make', '3d', 'scene', 'come', 'alive', 'artisgl', '3d', 'publisher', 'powerful', 'simple', 'solution', '3d', 'artist', 'fast', 'growing', 'community', 'concept', 'artisgl', 'quite', 'simple', 'goal', 'provide', 'simplest', 'fastest', 'way', 'publishing', 'scene', 'available', 'target', 'single', 'button', 'question', '3d', 'model', 'even', 'full', 'scene', 'already', 'made', 'answer', 'render', 'print', '3d', 'publish', 'web3d', 'make', 'view', 'element', '3d', 'add', 'interactivity', 'appearance', 'mode', 'make', 'presentation', 'video', 'ar', 'vr', 'much', 'basically', 'case', 'separate', 'product', 'solution', 'case', 'artisgl', 'unique', 'solution', 'using', 'compression', 'rendering', 'method', 'produce', 'fhd', 'video', 'several', 'minute', 'create', 'web3d', 'scene', 'minimal', 'bandwidth', 'much', 'saving', 'time', 'money', '3d', 'artist', 'reveal', 'possibility', 'real-time', 'rendering', 'oriented', 'web3d', 'without', 'special', 'hardware', 'compatible', 'modern', 'browser', 'device', 'b', 'organize', 'possible', 'publishing', 'output', 'single', 'application', 'single', 'button', 'meaning', 'web3d', 'interactive', '3d', 'video', 'output', 'image', 'output', 'vr', 'ar', 'soon', '3d', 'printing', 'facebook', '3d', 'hq', 'image', 'generation', 'interactive', '3d', 'creation', 'c', 'organize', 'fastest', 'possible', 'fhd', 'video', 'rendering', 'rendering', 'quality', 'enough', 'architectural', 'model', 'presentation', 'working', 'rendering', 'engine', 'enhancing', 'regularly', 'oriented', 'web3d', 'rendering', 'solution', 'please', 'note', 'artisgl', '3d', 'publisher', 'provides', 'following', 'option', 'paid', 'monthly', 'subscription', 'per', 'month', 'day', 'trial', 'available', 'business', 'plan', 'add-on', 'video', 'rendering', 'multiple', 'appearance', 'mode', 'local', 'publishing', 'private', 'sharing', 'export', 'obj', 'gltf', 'glb', 'stl', 'high', 'resolution', 'image', 'panorama', 'facebook', 'post', 'compatible', 'first', 'person', 'camera', 'collision', 'effect']",Multimedia design  >  Photo & video production
4452,,"['add', 'music', 'video', 'tool', 'add', 'audio', 'video', 'mix', 'audio', 'video', 'file', 'import', 'video', 'file', 'mp4', 'wmv', 'mov', 'format', 'import', 'audio', 'music', 'file', 'mp3', 'm4a', 'wav', 'wma', 'flac', 'format', 'mute', 'original', 'video', 'change', 'volume', 'add', 'blank', 'silence', 'audio', 'shift', 'audio', 'track', 'preview', 'mixed', 'audio', 'video', 'saving', 'save', 'output', 'video', 'mp4', 'format', 'easy']",Multimedia design
4480,,"['mute', 'video', 'tool', 'remove', 'audio', 'video', 'file', 'open', 'video', 'file', 'including', 'mp4', 'wmv', 'mov', 'able', 'remove', 'audio', 'track', 'video', 'file', 'able', 'notify', 'user', 'video', 'file', 'audio', 'track', 'save', 'muted', 'video', 'mp4', 'video', 'easy', 'banner', 'ad']",Multimedia design  >  Photo & video production
4692,,"['pen', 'create', 'custom', 'font', 'based', 'nuance', 'handwriting', 'install', 'font', 'create', 'add', 'personal', 'touch', 'everything']",Multimedia design
4804,,"['sketchpal', 'microsoft', 'garage', 'provides', 'modern', 'inking', 'experience', 'combining', 'classic', 'layer', 'custom', 'brush', 'tool', 'coloring', 'assist', 'stroke', 'cleanup', 'tool', 'reference', 'view', 'simplified', 'user', 'interface', 'designed', 'touch', 'leverage', 'strength', 'window', 'surface', 'low', 'pen', 'latency', 'tilt', 'dial', 'integration', 'multiple', 'screen', 'designed', 'enable', 'artist', 'draw', 'go', 'start', 'sketching', 'sketchpal', 'anywhere', 'seamlessly', 'continue', 'another', 'device', 'and/or', 'preferred', 'painting', 'program', 'pressing', 'single', 'button']",Multimedia design  >  Illustration & graphic design
4875,,"['roland', 'gp-8', 'guitar', 'processor', 'might', 'find', 'easy', 'edit', ""'roland"", 'gp-8', 'editor', 'mrmartin', 'editing', 'much', 'easier', 'please', 'press', ""'f1""]",Multimedia design  >  Music production
5032,,"['color', 'picker', 'power', 'uwp', 'color', 'picker', 'tool', 'easily', 'pick', 'color', 'screen', 'image', 'file', 'easy', 'press', 'system', 'print', 'screen', 'key', 'win', 'shift', 'key', 'capture', 'screen', 'image', 'clipboard', 'click', 'clipboard', 'button', 'main', 'window', 'color', 'picker', 'image', 'loaded', 'pick', 'color', 'point', 'image', 'strongly', 'suggest', 'pick', 'color', 'screen', 'way', 'pick', 'color', 'image', 'clipboard', 'pick', 'color', 'image', 'file', 'disk', 'pick', 'color', 'screen', 'capture', 'function', 'uwp', 'api', 'color', 'hex', 'html', 'rgb', 'hsl', 'cmyk', 'format', 'adjust', 'color', 'color', 'picker', 'panel', 'slider', 'adjust', 'color', 'changing', 'value', 'format', 'others', 'change', 'synchronously', 'easy']",Multimedia design  >  Illustration & graphic design
5040,,"['traditional', 'color', 'tool', 'help', 'pick', 'color', 'contains', 'lot', 'traditional', 'color', 'china', 'japan', 'download', 'pick', 'color', 'design']",Multimedia design  >  Illustration & graphic design
