,package,description,category
601,,"['manage', 'money', 'go', 'skyone', 'isky', 'mobile', 'logging', 'please', 'first', 'register', 'account', 'isky', 'online', 'banking', 'www.skyone.org', 'registered', 'account', 'log', 'isky', 'username', 'password']",Personal finance  >  Banking & investments
632,,['lrmp_1_8+bm'],Personal finance
656,,"['lrmp_1_8+br', 'bg']",Personal finance
705,,['lrmp_1_bm_tbr'],Personal finance
727,,"['lrga_1_bg', 'bg']",Personal finance
730,,"['lrmp_1_8', 'ga']",Personal finance
738,,"['account', 'balance', 'easy', 'help', 'keep', 'track', 'current', 'account', 'balance', 'simply', 'enter', 'starting', 'account', 'balance', 'enter', 'outstanding', 'transaction', 'payment', 'plan', 'make', 'change', 'starting', 'balance', 'time', 'delete', 'transaction', 'cleared', 'also', 'clear', 'feature', 'start', 'time']",Personal finance
741,,"['lrmp_1_bm', 'bm', 'unveil', 'release']",Personal finance
782,,"['income', 'expence', 'tracker', 'simple', 'easy', 'user', 'friendly', 'income/expence', 'manager', 'track', 'daily', 'expense', 'income', 'realtime', 'balance', 'income', 'expense', 'tracker', 'allows', 'quickly', 'enter', 'detail', 'item', 'track', 'balance', 'different', 'payment', 'mode', 'add', 'different', 'payment', 'mode', 'create', 'item', 'download', 'enter', 'expense', 'income', 'instant', 'control', 'spending', 'simple', 'intuitive', 'user', 'interface', 'help', 'easily', 'manage', 'income/expence', 'super', 'fast', 'income', 'expense', 'entry', 'reporting', 'flexible', 'time', 'period', 'view', 'report', 'weekly', 'monthly', 'yearly', 'view', 'income/expence', 'grouped', 'category', 'see', 'history', 'track', 'progress', 'payment', 'mode', 'add', 'multiple', 'expense', 'income', 'payment', 'mode', 'special', 'design', 'layout', 'tablet', 'optimal', 'larger', 'screen', 'size', 'make', 'even', 'better', 'managing', 'money']",Personal finance
795,,"['sometimes', 'realize', 'much', 'spending', 'repair', 'maintenance', 'vehicle', 'manage', 'work', 'performed', 'mileage', 'service', 'cost']",Personal finance  >  Budgeting & taxes
798,,"['ever', 'wondered', 'much', ""'re"", 'spending', 'road', 'well', 'application', 'keep', 'track', 'much', ""'re"", 'spending', 'traveling', 'simply', 'enter', 'budget', 'expense', 'pie', 'chart', 'appear', 'calculating', 'expense', 'see', 'much', ""'re"", 'spending']",Personal finance  >  Budgeting & taxes
871,,"['bitcoin', 'digital', 'currency', 'accepted', 'place', 'everyday', 'allows', 'anonymous', 'transaction', 'worldwide', 'bitcoin', 'wall', 'display', 'exchange', 'rate', 'bitcoin', 'across', 'major', 'currency', 'world', 'u', 'dollar', 'euro', 'pound', 'currently', 'show', 'traded', 'currency', 'exchange', 'rate', 'obtained', 'coinbase', 'bitcoin', 'wallet', 'service']",Personal finance
875,,"['e-num', 'aka', 'enum', 'up-to-date', 'system', 'authentication', 'providing', 'high-level', 'security', 'secret', 'access', 'key', 'stored', 'computer', 'mobile', 'phone', 'please', 'note', 'getting', 'wrong', 'response', 'empty', 'response', 'pin', 'accepted', 'anymore', 'uninstall', 'reinstall', 'application', 'activate', 'please', 'mail', 'bug', 'report', 'enum.ru', 'po', 'comment', 'unable', 'reply', 'comment', 'see', 'e-mail', 'ask', 'question', 'made', 'webmoney', 'user']",Personal finance
934,,"['stuff', 'application', 'let', 'register', 'expense', 'income', 'bank', 'transfer', 'total', 'partial', 'fill', 'vehicle', 'single', 'recurring', 'event', 'anniversary', 'coupon', 'etc', 'way', 'check', 'consumption', 'vehicle', 'know', 'much', ""'ve"", 'spent', 'vehicle', 'example', 'maintenance', 'alerted', 'maintenance', 'proximity', 'vehicle', 'according', 'distance', 'traveled', 'check', 'balance', 'account', 'create', 'virtual', 'account', 'associated', 'real', 'account', 'manage', 'budget', 'saving', 'schedule', 'payment', 'avoid', 'cost', 'unnecessary', 'delay', 'track', 'expense', 'classifying', 'setting', 'monthly', 'limit', 'classification', 'monthly', 'totalize', 'expense', 'revenue', 'labeling', 'screen', 'consult', 'monthly', 'balance', 'revenue', 'minus', 'expense', 'balance', 'available', 'per', 'category', 'ease', 'registration', 'expense', 'income', 'transfer', 'configure', 'standard', 'movement', 'four', 'step', 'possible', 'completely', 'register', 'expense', 'income', 'transfer', 'program', 'eas', 'introduction', 'expense', 'income', 'transfer', 'occur', 'monthly', 'setting', 'monthly', 'movement', 'touch', 'impossible', 'record', 'movement', 'month', 'classification', 'labeling', 'expense', 'income', 'transfer', 'program', 'provides', 'mechanism', 'control', 'budget', 'classification', 'may', 'included', 'dashboard', 'panel', 'associated', 'limit', 'alerting', 'user', 'balance', 'event', 'budget', 'beeing', 'exceeded', 'labeling', 'expense', 'income', 'transfer', 'allows', 'user', 'easily', 'total', 'real', 'time', 'total', 'per', 'label', 'report', 'export', 'expense', 'income', 'transfer', 'month', 'onedrive', 'onedrive', 'account', 'must', 'folder', 'named', ""'my"", 'stuff', 'program', 'information', 'stored', 'file', 'created', 'per', 'month', 'name', 'mystuff.yyyymm.csv', 'yyyy', 'year', 'mm', 'month', 'program', 'allows', 'backup', 'information', 'onedrive', 'onedrive', 'account', 'must', 'folder', 'named', ""'my"", 'stuff', 'program', 'information', 'stored', 'version', 'allow', 'add', 'delete', 'account', 'allows', 'configure', 'exist', 'add', 'delete', 'vehicle', 'allows', 'configure', 'exist', 'add', 'delete', 'standard', 'movement', 'allows', 'configure', 'exist', 'add', 'delete', 'monthly', 'movement', 'allows', 'configure', 'exist', 'add', 'delete', 'movement', 'classification', 'allows', 'configure', 'exist', 'add', 'delete', 'movement', 'label', 'allows', 'configure', 'exist', 'change', 'background', 'image', 'purchase', 'migrate', 'information', 'backing', 'version', 'restoring', 'paid', 'version', 'program', 'currently', 'support', 'language', 'english', 'united', 'state', 'portuguese', 'portugal']",Personal finance
954,,"['digital', 'passbook', 'mobile', 'tamilnad', 'mercantile', 'bank', 'download', 'tmb', 'epassbook', 'smart', 'phone', 'access', 'explore', 'account', 'transaction', 'instantly', 'view', 'transaction', 'operative', 'account', 'single', 'window', 'install', 'tmb', 'epassbook', 'application', 'enter', 'customer', 'id', 'registered', 'mobile', 'number', 'sm', 'alert', 'know', 'customer', 'id', 'check', 'cust-id', 'passbook', 'a/c', 'statement', 'branch', 'wait', 'receive', 'secret', 'code', 'via', 'sm', 'phone', 'number', 'enter', 'confirm', 'proceed', 'set', 'digit', 'epa', 'pin', 'successfully', 'registered', 'tmb', 'epassbook', 'service', 'start', 'using', 'entering', 'epa', 'pin', 'include', 'fast', 'access', 'offline', 'view', 'look', 'feel', 'traditional', 'passbook', 'filter', 'transaction', 'date', 'search', 'remark', 'amount', 'transaction', 'type', 'option', 'set', 'default', 'account', 'account', 'statement', 'generated', 'sent', 'registered', 'id', 'pdf/xls', 'format', 'rearrange', 'entry', 'ascending', 'descending', 'order', 'option', 'change', 'number', 'transaction', 'per', 'personalize', 'passbook', 'creating', 'personal', 'ledger', 'tag/add', 'transaction', 'share', 'account/transaction', 'detail', 'using', 'sm', 'etc', 'related', 'query', 'mail', 'u', 'mobile_banking', 'tmbank.in']",Personal finance
1010,,"['said', 'banking', 'boring', 'fnb', 'fully', 'customised', 'tablet', 'banking', 'cool', 'functionality', 'scroll', 'swipe', 'double', 'tap', 'touch', 'perform', 'banking', 'transaction', 'download', 'great', 'today', 'experience', 'seamless', 'user', 'interface', 'unique', 'device', 'anyone', 'download', 'fnb', 'banking', 'tablet', 'fnb', 'customer', 'make', 'full', 'traditional', 'banking', 'service', 'follow', 'easy', 'step', 'download', 'link', 'fnb', 'banking', 'device', 'registered', 'fnb', 'online', 'banking', 'follow', 'step', 'download', 'fnb', 'banking', 'device', 'store', 'tablet', 'laptop', 'pc', 'download', 'computer', 'install', 'smart', 'device', 'next', 'time', 'plugged', 'computer', 'launch', 'fnb', 'banking', 'device', 'select', ""'register"", 'enter', 'online', 'banking', 'user', 'id', 'log', 'fnb', 'online', 'banking', 'laptop', 'pc', 'confirm', 'wish', 'link', 'tablet', 'device', 'online', 'banking', 'profile', 'launch', 'fnb', 'banking', 'select', ""'login"", 'enter', 'online', 'banking', 'password', 'online', 'banking', 'enterprise', 'customer', 'may', 'also', 'link', 'online', 'banking', 'profile', 'banking', 'registered', 'online', 'banking', 'follow', 'step', 'download', 'fnb', 'banking', 'device', 'store', 'tablet', 'laptop', 'pc', 'download', 'computer', 'install', 'smart', 'device', 'next', 'time', 'plugged', 'computer', 'launch', 'fnb', 'banking', 'device', 'select', ""'register"", 'enter', 'id', 'number', 'enter', 'card', 'pin', 'number', 'choose', 'user', 'id', 'password', 'set', 'time', 'pin', 'otp', 'device', 'linked', 'login', 'fnb', 'online', 'banking', 'limited', 'functionality', 'order', 'fully', 'transact', 'visit', 'fnb', 'atm', 'fnb', 'branch', 'order', 'verify']",Personal finance
1094,,"['expenses-manager', 'allows', 'track', 'monthly', 'income', 'expense', 'addition', 'specify', 'fix', 'cost', 'monthly', 'income', 'inserted', 'automatically', 'month', 'insert', 'income', 'expense', 'categorise', 'expense', 'track', 'paymentmethod', 'define', 'fixed', 'cost', 'income', 'view', 'statistic', 'export/import', 'data']",Personal finance  >  Budgeting & taxes
1108,,"['smart', 'budget', 'simplest', 'easiest', 'way', 'manage', 'finance', 'clean', 'elegant', 'ui', 'help', 'keep', 'track', 'income', 'expense', 'accountant', 'pocket', 'list', 'great', 'smart', 'budget', 'offer', 'recurring', 'transaction', 'once-off', 'daily', 'weekday', 'weekend', 'weekly', 'biweekly', 'four', 'weekly', 'monthly', 'quarterly', 'yearly', 'interval', 'chart', 'graph', 'analyse', 'spending', 'habit', 'dynamic', 'live', 'tile', 'keeping', 'informed', 'budget', 'status', 'start', 'financial', 'month', 'day', 'capture', 'image', 'receipt', 'quickly', 'add', 'expense', 'using', 'quick', 'add', 'live', 'tile', 'ability', 'skip', 'recurring', 'expense', 'ability', 'specify', 'currency', 'prediction', 'engine', 'speed', 'entry', 'transaction', 'multiple', 'account', 'credit', 'card', 'saving', 'etc', 'transfer', 'money', 'account', 'rolling', 'month-to-month', 'account', 'balance', 'set', 'reminder', 'transaction', 'never', 'forget', 'secure', 'finance', 'adding', 'password', 'smart', 'budget', 'export', 'transaction', 'well', 'formatted', 'excel', 'csv', 'document', 'backup', 'restore', 'data', 'onedrive']",Personal finance  >  Budgeting & taxes
1131,,"['gtbank', 'mobile', 'finally', 'allows', 'perform', 'transaction', 'manage', 'bank', 'account', 'mobile', 'device', 'carry', 'bank', 'wherever', 'go', 'simple', 'provides', 'convenient', 'easy', 'safe', 'way', 'banking', 'transaction', 'anytime', 'anywhere', 'gtbank', 'mobile', 'allows', 'manage', 'account', 'preview', 'transaction', 'history', 'initiate', 'interbank', 'transfer', 'transfer', 'gtbank', 'account', 'and/or', 'account', 'stop', 'confirm', 'cheque', 'receive', 'in-app', 'message', 'quick', 'team', 'promotional', 'offer', 'addition', 'switch', 'mobile', 'money', 'gtbank', 'mobile', 'money', 'offer', 'another', 'simple', 'way', 'make', 'payment', 'transfer', 'money', 'family', 'friend', 'mobile', 'device', 'phone', 'number', 'account', 'number', 'wallet', 'id', 'even', 'account', 'holder', 'gtbank', 'register', 'gtbank', 'mobile', 'money', 'term', 'condition', 'apply', 'standard', 'network', 'charge', 'may', 'apply', 'may', 'charged', 'service', 'provider', 'mobile', 'internet']",Personal finance
1186,,"['budget', 'keeper', 'easy', 'yet', 'powerful', 'tool', 'organize', 'budget', 'financial', 'management', 'multicurrency-accounting', 'fund', 'type', 'document', '-directories', '-articles', 'moving', 'fund', '-contractors', '-account', '-reports', '-planned', 'movement', 'ability', 'specify', 'periodicity', 'queue', 'document', 'confirm', '-backup', 'manadger', 'skydrive', '-image', 'file', 'manager', '-notepad', '-create', 'tile', 'easy', 'document', 'creation', '-access', 'protection', 'password']",Personal finance
1238,,"['portfolio', 'tracking', 'powerful', 'simple', 'ad-supported', 'includes', 'stockmap', 'stockmap', 'lite', 'display', 'heatmap', 'portfolio', 'live', 'tile', 'support', 'widest', 'variety', 'security', 'including', 'stock', 'mutual', 'fund', 'index', 'currency', 'rate', 'currency', 'conversion', 'daily', 'long', 'term', 'tracking', 'stockmap', 'lite', 'provides', 'alternative', 'way', 'view', 'security', 'portfolio', 'displaying', 'heatmap', 'block', 'represents', 'total', 'value', 'security', 'based', 'share', 'price', 'number', 'share', 'color', 'block', 'varying', 'intensity', 'green', 'red', 'depending', 'price', 'security', 'changed', 'since', 'start', 'last', 'market', 'session', 'since', 'purchase', 'put', 'extra', 'effort', 'supporting', 'international', 'market', 'stockmap', 'lite', 'format', 'number', 'based', 'location', 'show', 'currency', 'conversion', 'table', 'allows', 'displaying', 'security', 'currency', 'choice']",Personal finance
1241,,"['find', 'nearest', 'atm', 'machine', 'application', 'us', 'location', 'service', 'en', 'internet', 'connection', 'locate', 'nearest', 'atm', 'machine', 'information', 'stored', 'used', 'otherwise']",Personal finance
1273,,"['tradeshark®', 'applies', 'u.s.', 'patented', 'technique', 'intermarket', 'analysis', 'predictive', 'indicator', 'forecast', 'future', 'trend', 'stock', 'etf', 'future', 'contract', 'foreign', 'exchange', 'pair', 'technique', 'honed', 'improved', 'last', 'year', 'market', 'technology', 'llc', 'offer', 'accuracy', 'trend', 'forecasting', 'used', 'trader', 'worldwide', 'tradeshark®', 'mobile', 'extends', 'company', 'flagship', 'product', 'mobile', 'environment']",Personal finance
1322,,"['description', 'mobile', 'banking', 'application', 'allows', 'access', 'bank', 'account', 'using', 'registered', 'mobile', 'phone', 'using', 'application', 'view', 'account', 'related', 'information', 'i.e', 'balance', 'mini', 'statement', 'transfer', 'fund', 'send', 'fund', 'neft', 'raise', 'service', 'request']",Personal finance
1350,,"['eurobank', 'serbia', 'present', 'm-b', 'nking', 'application', 'allows', 'perform', 'banking', 'transaction', 'using', 'mobile', 'phone', 'completely', 'safe', 'manner', 'eurobank', 'm-b', 'nking', 'application', 'enable', 'following', 'easy', 'safe', 'manner', 'perform', 'domestic', 'payment', 'transaction', 'check', 'balance', 'transaction', 'account', 'loan', 'credit', 'card', 'bank', 'pay', 'loan', 'credit', 'card', 'installment', 'sell', 'buy', 'currency', 'see', 'up-to-date', 'exchange', 'rate', 'check', 'overdraft', 'expiration', 'date', 'search', 'map', 'eurobank', 'atm', 'branch', 'loan', 'calculator', 'different', 'type', 'loan', 'service', 'activation', 'charge', 'request', 'm-b', 'nking', 'application', 'submitted', 'eurobank', 'branch', 'throughout', 'serbia', 'requirement', 'eurobank', 'current', 'account', 'package', 'opened', 'europlata', 'euro', 'plata', 'premium', 'euro', 'plata', 'gold', 'exclusive', 'package', 'golden', 'age', 'package', 'submitting', 'request', 'bank', 'branch', 'receive', 'activation', 'code', 'next', 'step', 'download', 'install', 'application', 'eurobank', 'serbia', 'm-b', 'nking', 'window', 'phone', 'store', 'enter', 'previously', 'received', 'activation', 'code', 'upon', 'successful', 'activation', 'service', 'essential', 'create', 'password', 'future', 'usage', 'service']",Personal finance  >  Banking & investments
1435,,"['best', 'way', 'make', 'easy', 'money', 'extra', 'income', 'online', 'cash', 'back', 'popular', 'profitable', 'cash', 'back', 'platform', 'ebates', 'know', 'earn', 'money', 'online', 'simply', 'shopping', 'online', 'yes', 'may', 'sound', 'surprising', 'know', 'cash', 'back', 'earnings', 'home', 'earning', 'extra', 'income', 'cash', 'back', 'exists', 'many', 'year', 'ebates', 'lately', 'earning', 'extra', 'income', 'online', 'become', 'appealing', 'many', 'hand', 'ebates', 'program', 'become', 'simple', 'profitable', 'making', 'cash', 'back', 'best', 'way', 'make', 'easy', 'money', 'online', 'mini-course', 'show', 'first', 'cash', 'online', 'earnings', 'lesson', 'step', 'step', 'course', 'work', 'probably', 'familiar', 'affiliate', 'marketing', 'basically', 'business', 'partner', 'individual', 'business', 'give', 'kickback', 'customer', 'referral', 'ebates', 'created', 'system', 'partner', 'online', 'retailer', 'refer', 'customer', 'via', 'link', 'ebates', 'get', 'commission', 'qualifying', 'purchase', 'made', 'link', 'give', 'portion', 'commission', 'make', 'online', 'purchase', 'visit', 'ebates', 'click', 'link', 'favorite', 'preferred', 'retailer', 'advertise', 'front', 'much', 'cash', 'back', 'receive', 'qualifying', 'purchase', 'often', 'around', 'awesome', 'way', 'make', 'easy', 'money', 'online', 'shop', 'cash', 'back', 'earn', 'money', 'online', 'shopping', 'macy', 'amazon', 'sephora', 'groupon', 'houzz', 'staple', 'walmart', 'kohl', 'keurig', 'overstock', 'ebay', 'etsy', 'expedia', 'america', 'best', 'contact', 'eyeglass', 'others', 'ebates', 'make', 'money', 'probably', 'asking', 'ebates', 'give', 'money', 'business', 'model', 'understand', 'affiliate', 'marketing', 'work', 'understand', 'ebates', 'business', 'affiliate', 'marketing', 'business', 'model', 'company', 'i.e', 'online', 'store', 'pay', 'people', 'commission', 'referring', 'sale', 'ebates', 'affiliate', 'store', 'someone', 'click', 'ebates', 'link', 'retail', 'store', 'ebates', 'commission', 'ebates', 'give', 'half', 'commission', 'via', 'cash', 'back', 'win-win-win', 'store', 'get', 'sale', 'ebates', 'make', 'commission', 'make', 'money', 'shopping', 'increase', 'earnings', 'ok', 'great', 'opportunity', 'making', 'extra', 'cash', 'make', 'meaningful', 'extra', 'income', 'show', 'tip', 'increase', 'online', 'earnings', 'create', 'substantial', 'extra', 'money', 'example', 'install', 'ebates', 'button', 'refer', 'friend', 'shop', 'double', 'cash', 'back', 'store', 'ebates', 'in-store', 'cash', 'back', 'sign', 'teach', 'know', 'first', 'online', 'income', 'using', 'ebates', 'cash', 'back', 'job', 'home', 'show', 'way', 'creating', 'extra', 'income', 'side', 'job', 'work', 'home', 'download', 'earn', 'first', 'extra', 'income', 'online', 'today']",Personal finance  >  Budgeting & taxes
1460,,"['run', 'business', 'fill', 'company', 'expense', 'report', 'record', 'personal', 'expense', 'box', 'full', 'old', 'receipt', 'organize', 'archive', 'hate', 'entire', 'expense', 'tracking', 'receipt', 'saving', 'tax', 'accounting', 'process', 'course', 'solution', 'put', 'phone', 'work', ""'ve"", 'waiting', 'full', 'accounting', 'system', 'alternative', 'employer', 'mandated', 'phone', 'simple', 'powerful', 'easy-to-use', 'complete', 'receipt', 'document', 'tracking', 'system', 'finally', 'organized', 'easy', 'receipt', 'log™', 'make', 'easy', 'road', 'go', 'easy', 'wo', 'know', 'know', 'phone', 'always', 'built-in', 'camera', 'gps', 'simply', 'tap', 'capture', 'receipt', 'tap', 'select', 'add', 'key', 'information', 'custom', 'drop-down', 'menu', 'done', 'receipt', 'pay', 'check', 'important', 'document', 'captured', 'phone', 'send', 'record', 'cloud', 'service', 'sync', 'record', 'automatically', 'easy', 'expense', 'tracker™', 'power', 'personalize', 'customize', 'maximize', 'efficiency', 'control', 'tech', 'design', 'organize', 'expense', 'fit', 'life', 'style', 'reporting', 'need', 'organize', 'capture', 'receipt', 'date', 'trip', 'define', 'simple', 'menu', 'view', 'manage', 'record', 'edit', 'add', 'delete', 'send', 'sync', 'view', 'detail', 'image', 'image', 'gallery', 'table', 'trip', 'multiple', 'currency', 'set', 'default', 'currency', 'set', 'different', 'default', 'trip', 'change', 'record', 'tip', 'calculator', 'tip', 'calculator', 'set', 'default', 'change', 'fly', 'set', 'currency', 'type', 'tip', 'percent', 'adjust', 'tip', 'round', 'make', 'cash', 'payment', 'split', 'bill', 'easier', 'calculate', 'bill', 'split', 'amount', 'friend', 'save', 'input', 'time', 'create', 'specific', 'drop-down', 'menu', 'option', 'expense', 'category', 'expense', 'category', 'type', 'payment', 'type', 'company', 'advanced', 'phone', 'setting', 'gps', 'location', 'tracking', 'speech', 'recognition', 'theme', 'color', 'synchronization', 'send', 'data', 'record', 'account', 'include', 'image', 'data', 'csv', 'format', 'easy', 'powerful', 'low', 'cost', 'upgrade', 'option', 'monthly', 'fee', 'power', 'user', 'storage', 'reporting', 'option', 'solution', 'cloud', 'archive', 'save', 'image', 'data', 'single', 'location', 'cloud', 'storage', 'service', 'open', 'excel', 'perfect', 'minimum', 'reporting', 'requirement', 'even', 'automatically', 'synchronize', 'phone', 'data', 'robust', 'easy', 'expense', 'tracker™', 'companion', 'application', 'pc', 'tablet', 'manage', 'record', 'produce', 'report', 'word', 'document', 'pdf', 'file', 'expense', 'report', 'duo', 'give', 'easiest', 'way', 'capture', 'manage', 'archive', 'receipt', 'record', 'two', 'sync', 'upgrade', 'option', 'sync', 'option', 'let', 'synchronize', 'multiple', 'phone', 'record', 'single', 'database', 'business', 'family', 'cloud', 'synchronization', 'exchange', 'record', 'data', 'easy', 'expense', 'tracker™', 'via', 'cloud', 'account', 'import', 'directly', 'companion', 'application', 'whenever', 'wherever', 'wi-fi', 'synchronization', 'easiest', 'option', 'collecting', 'data', 'safest', 'stay', 'local', 'secure', 'network', 'transfer', 'data', 'internet', 'required', 'walk', 'door', 'running', 'easy', 'receipt', 'log', 'downloads', 'automatically', 'minute', 'device', 'within', 'talking', 'distance']",Personal finance
