,package,description,category
655,,"['idc_rtmscenariovalidation_variant', 'lr']",Travel
662,,"['spoorboekje', 'provides', 'fast', 'easy', 'trip', 'planner', 'dutch', 'railway', 'plan', 'trip', 'b', 'live', 'tile', 'lockscreen', 'number', 'disruption', 'reminder', 'train', 'leaf', 'location', 'plan', 'trip', 'easily', 'plan', 'return', 'trip', 'pin', 'current', 'trip', 'main', 'screen', 'keep', 'track', 'favorite', 'gain', 'fast', 'easy', 'access', 'frequent', 'trip', 'pin', 'station', 'start', 'screen', 'pin', 'favorite', 'start', 'screen', 'show', 'current', 'trip', 'back', 'tile', 'provides', 'information', 'planned', 'unplanned', 'disruption', 'show', 'departure', 'time', 'per', 'station', 'english', 'dutch', 'user', 'interface']",Travel
666,,"['window', 'blue', 'version', 'multi-variant']",Travel
674,,"['best', 'deal', 'hotel', 'room', 'wego', 'travel', 'search', 'multiple', 'hotel', 'site', 'time', 'take', 'search', 'filter', 'see', 'hotel', 'suit', 'trip', 'stay', '5-star', 'hotel', 'bali', 'sure', 'tell', 'u', 'read', 'user', 'review', 'decide', 'stay', 'sure', 'go', 'yet', 'tell', 'u', ""'d"", 'go', 'whether', ""'re"", 'mood', 'splurge', 'traveling', 'shoestring', 'budget', ""'ll"", 'show', 'special', 'offer', 'beautiful', 'picture', 'much', 'save', 'see', 'deal', 'relevant', 'need', 'pick', ""'d"", 'go', 'choose', 'deal', 'hotel', 'flight', 'package', 'ready', 'splurge', 'tight', 'budget', 'best', 'save', 'time', 'pay', 'le', 'travel']",Travel
688,,"['nearby', 'allows', 'quickly', 'find', 'information', 'surroundings', 'atm', 'restaurant', 'hotel', 'bank', 'pharmacy', 'fuel', 'station', 'supermarket', 'shopping', 'mall', 'parking', 'area', 'hospital', 'movie']",Travel  >  City guides
700,,"['chennai', 'capital', 'city', 'tamil', 'nadu', 'commercial', 'cultural', 'educational', 'hub', 'south', 'india', 'top', 'ten', 'populous', 'city', 'india', 'home', 'major', 'attraction', 'sightseeing', 'attracted', 'many', 'tourist', 'sea-lovers', 'worldwide', 'chennai', 'window', 'complete', 'virtual', 'tour', 'guide', 'charming', 'city', 'chennai', 'detailed', 'date', 'information', 'category', 'weather', 'city', 'map', 'must', 'visit', 'nightlife', 'emergency', 'autogas', 'lingo', 'weather', 'recent', 'weather', 'update', 'step', 'explore', 'city', 'city', 'map', 'city', 'map', 'pathfinder', 'help', 'navigate', 'city', 'reach', 'desired', 'destination', 'easily', 'wherever', 'anytime', 'must', 'visit', 'list', 'must', 'see', 'place', 'delhi', 'precise', 'information', 'location', 'via', ""'augmented"", 'reality', 'nightlife', 'enjoy', 'lively', 'night', 'life', 'city', 'list', 'place', 'name', 'address', 'phone', 'number', 'etc', 'emergency', 'emergency', 'anywhere', 'anytime', 'click', 'airline', 'medical', 'crime', 'railway', 'tourist', 'enquiry', 'etc', 'autogas', 'section', 'user', 'find', 'nearest', 'cng', 'lpg', 'gas', 'station', 'chennai', 'also', 'route', 'station', 'current', 'location', 'lingo', 'translate', 'language', 'english', 'go', 'ahead', 'download', 'note', 'information', 'user', 'best', 'navigate', 'taken', 'various', 'site', 'content', 'application', 'copyrighted', 'silver', 'touch-though', 'design', 'presentation', 'application', 'copyrighted', 'silver', 'touch', 'technology', 'ltd.', 'india', 'query', 'please', 'feel', 'write', 'u', 'mobileproducts', 'silvertouch.com', 'please', 'visit', 'city', 'guide', '//www.silvertouch.mobi/cityguide', 'complete', 'mobile', 'application', 'portfolio', 'viewing', '//www.silvertouch.mobi']",Travel  >  City guides
712,,"['win', 'blue', 'idc', 'scenario', 'validation', 'appx', 'bundle', 'meta-data', 'update']",Travel
725,,['idc_gascenariovalidation_analyticslrapp'],Travel
728,,"['window', 'blue', 'version', 'multi-variant', 'scenario', 'validation']",Travel
808,,"['tap', 'go', 'way', 'call', 'taxi', 'never', 'easy', 'main', 'following', 'locating', 'passenger', 'position', 'gps', 'driver', 'within', 'passenger', 'area', 'able', 'see', 'booking', 'notifying', 'passenger', 'detail', 'vehicle', 'picking', 'fare', 'estimate', 'notifying', 'passenger', 'signal', 'taxi', 'arrived', 'real-time', 'tracking', 'progress', 'passenger', 'vehicle', 'map', 'rating', 'driver', 'end', 'trip', 'bonus', 'first', 'trip', 'used', 'payment', 'trip', 'working', 'referral', 'system', 'provides', 'additional', 'bonus', 'invitation', 'friend', 'application', 'bonus', 'well', 'used', 'payment', 'trip', 'est', 'call', 'taxi', 'reliable', 'taxi', 'working', 'automatically', 'e.g', 'abakan', 'aktau', 'anapa', 'astana', 'achinsk', 'bratsk', 'velikiy', 'novgorod', 'volgograd', 'irkutsk', 'karasuk', 'kirov', 'klin', 'krasnodar', 'krasnoyarsk', 'moscow', 'nefteyugansk', 'novokuznetsk', 'novosibirsk', 'noyabrsk', 'nyagan', 'omsk', 'pyt-yakh', 'pyatigorsk', 'rostov', 'sayanogorsk', 'surgut', 'tayshet', 'tuchkovo', 'khanty-mansiysk', 'chelyabinsk', 'shymkent', 'enjoy', 'using', 'time', 'everywhere', 'attention', 'problem', 'application', 'service', 'please', 'write', 'u', 'technical', 'reference', 'est', 'call', 'taxi', '//www.estaxi.ru/client/feedback.php', 'application', 'setting', 'write', 'developer', 'sorry', 'answer', 'appstore', 'comment', 'also', 'additional', 'information', 'avoiding', 'problem']",Travel
926,,"['best', 'view', 'follow', 'flight', 'every', 'norwegian', 'airport', 'includes', 'data', 'avinor', 'rygge', 'airport', 'view', 'filter', 'flight-data', 'including', 'delay', 'departure', 'arrival', 'upgrade', 'paid', 'version', 'turn', 'advertising']",Travel
970,,"['up-to-date', 'schedule', 'trip', 'plan', 'berlin', 'public', 'transport', 'system', 'simple', 'intuitive', 'pick', 'departure', 'arrival', 'station', 'list', 'next', 'best', 'connection', 'destination', 'content', 'information', 'connecting', 'service', 'display', 'departure', 'purchase', 'mobile', 'ticket', 'public', 'transport', 'network', 'map', 'bvg', 'fahrinfo', 'plus', 'berlin', 'journey', 'planner', 'mobile', 'ticket', 'shop', 'published', 'berliner', 'verkehrsbetriebe', 'bvg', 'transportation', 'association', 'berlin-brandenburg', 'vbb', 'tariff', 'zone', 'berlin', 'ab', 'bc', 'abc', 'includes', 'mean', 'transport', 'within', 'transportation', 'association', 'berlin-brandenburg', 'vbb', 'including', 'underground', 's-bahn', 'tram', 'bus', 'ferry', 'well', 'regional', 'train', 'setting', 'departure', 'destination', 'show', 'next', 'journey', 'destination', 'appropriate', 'mobile', 'ticket', 'ready', 'purchase', 'berlin', 'tariff', 'area', 'defined', 'divided', 'tariff', 'zone', 'b', 'c.', 'tariff', 'zone', 'cover', 'berlin', 'inner', 'city', 'including', 'urban', 'rail', 'ring', 'tariff', 'zone', 'b', 'cover', 'area', 'outside', 'urban', 'rail', 'ring', 'city', 'boundary', 'whereas', 'tariff', 'zone', 'c', 'includes', 'greater', 'berlin', 'area', 'approx', 'km', 'around', 'state', 'berlin', 'including', 'city', 'potsdam', 'mobile', 'ticket', 'available', 'tariff', 'zone', 'ab', 'bc', 'abc']",Travel
1001,,"['touch', 'access', 'window', 'phone', 'airplane', 'mode', 'setting']",Travel
1014,,"['application', 'dedicated', 'view', 'raster', 'map', 'smartmaps', 'helpful', 'road', 'navigation', 'hiking', 'biking', 'well', 'city', 'walk', 'raster', 'map', 'available', 'czech', 'slovak', 'republic', 'available', 'map', 'walking', 'car', 'walking', 'cyclo', 'hiking', 'walking', 'cyclo', 'hiking', 'ski', 'walking', 'cyclo', 'hiking', 'car', 'aero', 'offline', 'map', 'possible', 'buy', 'www.smartmaps.cz/obchod/', 'map', 'available', 'downloads', 'application', 'activation', 'serial', 'number']",Travel
1016,,"['try', 'gps', 'display', 'current', 'location', 'fetched', 'internet', 'gps', 'device', 'various', 'technical', 'detail', 'current', 'location', 'displayed', 'gps', 'location', 'displayed', 'configurable', 'map', 'gps', 'also', 'allows', 'share', 'location', 'detail', 'appropriate', 'installed', 'apart', 'latitude', 'longitude', 'value', 'location', 'found', 'detail', 'also', 'displayed', 'main', 'screen', 'gps', 'address', 'location', 'accuracy', 'location', 'found', 'whether', 'location', 'found', 'using', 'gps', 'device', 'internet', 'many', 'technical', 'detail']",Travel
1033,,"['makemytrip.com', 'india', 'leading', 'online', 'travel', 'brings', 'amazing', 'visual', 'experience', 'interesting', 'holiday', 'destination', 'india', 'across', 'world', 'sift', 'amazing', 'palate', 'beautiful', 'photograph', 'classic', 'metro', 'interface', 'prompt', 'pack', 'bag', 'go', 'enjoy', 'beautiful', 'immersive', 'experience', 'amazing', 'travel', 'calendar', 'theme', 'based', 'destination', 'suggestion', 'much', 'also', 'submit', 'travel', 'query', 'holiday', 'expert', 'planning', 'dream', 'vacation', 'ready', 'explore', 'india', 'world', 'makemytrip']",Travel
1095,,"['provides', 'information', 'london', 'underground']",Travel
1111,,"['official', 'application', 'etrain.info', 'information', 'related', 'indian', 'railway', 'main', 'mobile', 'application', 'live', 'train', 'running', 'status', 'pnr', 'status', 'prediction', 'train', 'route', 'train', 'station', 'fare', 'calculator', 'seat', 'availability', 'seat', 'w/l', 'prediction', 'rake', 'information', 'train', 'composition', 'arrival', 'departure', 'station', 'current', 'seat', 'booking', 'availability', 'seat', 'map', 'coach', 'layout', 'transit', 'station', 'search', 'train', 'running', 'history', 'statistic', 'indian', 'railway', 'reservation', 'inquiry', 'alternate', 'route', 'seat', 'suggestion', 'user', 'friendly', 'provides', 'information', 'related', 'indian', 'railway', 'simple', 'effective', 'way', 'largest', 'updated', 'database', 'including', 'reserved', 'unreserved', 'sub-urban', 'train']",Travel
1160,,"['would', 'thank', 'downloading', 'traffi', 'hunter', 'speed', 'camera', 'forecast', 'application', 'know', 'program', 'let', 'see', 'map', 'map', 'see', 'current', 'location', 'speed', 'camera', 'area', 'clicking', 'show', 'relevant', 'information', 'measurment', 'point', 'zoom', 'even', 'wander', 'around', 'navigation', 'menu', 'clicking', 'cross', 'display', 'return', 'current', 'position', 'note', 'version', 'map', 'operation', 'internet', 'connection', 'required', 'traffi', 'list', 'contains', 'speed', 'camera', 'working', 'time', 'country', 'top', 'always', 'show', 'closest', 'measuring', 'point', 'clicking', 'take', 'map', 'showing', 'exact', 'position', 'note', 'setting', 'fix', 'speedcams', 'switched', 'point', 'list', 'map', 'poi', 'travel', 'somewhere', 'fuel', 'fast', 'food', 'restaurant', 'car', 'service', 'expanding', 'list', 'item', 'trying', 'collect', 'category', 'sub', 'category', 'could', 'useful', 'driver', 'already', 'mentioned', 'also', 'organised', 'list', 'distance', 'clicking', 'show', 'point', 'map', 'suggestion', 'opinion', 'idea', 'application', 'u', 'info', 'traffihunter.hu', 'application', 'please', 'share', 'friend', 'facebook', 'twitter', 'wish', 'fine', 'trip', 'team', 'traffi', 'hunter']",Travel
1259,,"['finding', 'great', 'place', 'visit', 'easier', 'ever', 'british', 'airway', 'inspiration', 'skiing', 'march', 'beach', 'destination', 'november', 'suggestion', 'travel', 'based', 'holiday', 'preference', 'enter', 'month', 'would', 'travel', 'warm', 'would', 'type', 'holiday', 'looking', ""'ll"", 'able', 'view', 'recommendation', 'see', 'cheapest', 'fare', 'london', 'read', 'customer', 'would', 'spend', 'perfect', 'day', 'many', 'city', 'fly']",Travel
1287,,"['touch', 'access', 'window', 'phone', 'airplane', 'mode', 'setting']",Travel
1396,,"['fly', 'destination', 'fare', 'suit', 'need', 'enjoy', 'exclusive', 'window', 'phone', 'vueling', 'price', 'calendar', 'search', 'budget', 'personalised', 'offer', 'book', 'flight', 'choose', 'book', 'destination', 'via', 'mobile', 'easily', 'quickly', 'choose', 'fare', 'best', 'suit', 'need', 'even', 'combine', 'check-in', 'boarding', 'pass', 'check', 'hour', 'departure', 'download', 'mobile', 'boarding', 'pass', 'via', 'even', 'store', 'photo', 'gallery', 'mobile', 'boarding', 'pass', 'available', 'airport', 'flight', 'status', 'keep', 'date', 'info', 'arrival', 'departure', 'flight', 'time', 'terminal', 'boarding', 'gate', 'etc', 'booking', 'access', 'booking', 'change', 'flight', 'assign', 'seat', 'via', 'setting', 'fill', 'booking', 'detail', 'quickly', 'saving', 'detail', 'myvueling', 'account', 'credit', 'card', 'safely', 'securely', 'notification', 'keep', 'date', 'promotion', 'notification', 'service', 'browse', 'passenger', 'common', 'faq', 'find', 'useful', 'information', 'seat', 'flight', 'change', 'boarding', 'pass', 'much', 'find', 'phone', 'number', 'vueling', 'service', 'call', 'u', 'wherever', 'may', 'social', 'network', 'share', 'vueling', 'experience', 'instantly', 'twitter', 'facebook', 'requested', 'thanks', 'comment', 'suggestion', 'continue', 'working', 'offer', 'many', 'service', 'improve', 'vueling', 'experience', 'via']",Travel
1540,,"['book', 'hotel', 'conveniently', 'securely', 'go', 'hr', 'perfect', 'travel', 'companion', 'download', 'window', 'always', 'find', 'right', 'hotel', 'choice', 'hotel', 'hr', 'price', 'assurance', 'money-back', 'guarantee', 'best', 'way', 'right', 'hotel', 'search', 'find', 'right', 'hotel', 'worldwide', 'check', 'up-to-the', 'minute', 'availability', 'best', 'price', 'updated', 'daily', 'search', 'intuitively', 'sorting', 'filter', 'option', 'local', 'search', 'via', 'gps', 'find', 'learn', 'hotel', 'location', 'facility', 'benefit', 'photo', 'video', 'million', 'guest', 'review', 'book', 'make', 'reservation', 'additional', 'cost', 'without', 'providing', 'payment', 'detail', 'standard', 'booking', 'hr', 'price', 'guarantee', 'money-back', 'promise', 'save', 'special', 'corporate', 'rate', 'payment', 'check', 'cancel', 'standard', 'reservation', 'charge', 'pm', 'arrival', 'day', 'booking', 'hr', 'become', 'far', 'easier', 'may', 'quickly', 'access', 'saved', 'search', 'booking', 'history', 'favourite']",Travel
1576,,"['download', 'application', 'best', 'hotel', 'room', 'deal', 'vacation', 'special', 'hotel', 'sorting', 'algorithm', 'show', 'best', 'hotel', 'travel', 'deal', 'anywhere', 'world', 'fastest', 'way', 'book', 'hotel', 'room', 'vacation', 'lot', 'hotel', 'choose', 'awesome', 'booked', 'really', 'great', 'hotel', 'deal', 'wanted', 'create', 'application', 'window', 'phone', 'user', 'would', 'allow', 'book', 'hotel', 'room', 'directly', 'phone', 'contacted', 'biggest', 'hotel', 'provider', 'hotel', 'industry', 'got', 'chance', 'make', 'amazing', 'application', 'allows', 'book', 'hotel', 'room', 'directly', 'phone', 'providing', 'access', 'hotel', 'worldwide', 'easily', 'find', 'best', 'hotel', 'deal', 'special', 'algorithm', 'booking', 'hotel', 'room', 'vacation', 'never', 'easy', 'also', 'sort', 'hotel', 'based', 'booking', 'price', 'hotel', 'review', 'hotel', 'rating', 'special', 'hotel', 'offer', 'leave', 'special', 'mode', 'hotel', 'show', 'hotel', 'rating', 'lowest', 'booking', 'price', 'special', 'offer', 'available', 'tripadvisor', 'score', 'number', 'people', 'review', 'detailed', 'hotel', 'description', 'hotel', 'address', 'hotel', 'position', 'map', 'type', 'city', 'name', 'check-in', 'check-out', 'date', 'number', 'people', 'hotel', 'room', 'find', 'hotel', 'great', 'vacation', 'sort', 'hotel', 'based', 'hotel', 'special', 'offer', 'lowest', 'hotel', 'room', 'booking', 'price', 'highest', 'hotel', 'room', 'booking', 'price', 'tripadvisor', 'score', 'hotel', 'rating', 'application', 'sort', 'hotel', 'based', 'booking', 'price', 'hotel', 'review', 'hotel', 'rating', 'etc', 'hotel', 'show', 'hotel', 'rating', 'number', 'people', 'review', 'hotel', 'lowest', 'hotel', 'room', 'price', 'picture', 'detailed', 'hotel', 'description', 'hotel', 'address', 'hotel', 'position', 'city', 'map', 'final', 'hotel', 'booking', 'done', 'trusted', 'carefully', 'chosen', 'partner', 'hoteltravel', 'application', 'performs', 'similar', 'job', 'next', 'website', 'booking.com', 'hostelworld.com', 'detectahotel', 'biyi', 'hotelscombined.com', 'expedia.com', 'venere.com', 'hotelclub.com', 'hotwire.com', 'agoda.com', 'priceline.com', 'laterooms.com', 'roomkey.com', 'kayak.com', 'trivago.com', 'hotels.com', 'ebookers.com', 'hotwire.com', 'makemytrip.com', 'travelocity.com', 'wizhotels.com', 'hoteltravel.com', 'etc', 'due', 'software', 'restriction', 'final', 'hotel', 'booking', 'price', 'may', 'differ', 'bit', 'hotel', 'booking', 'price', 'application', 'creator', 'hotel', 'booking', 'application', 'guarantee', 'provided', 'hotel', 'hotel', 'room', 'offer', 'final', 'hotel', 'booking', 'done', 'partner', 'goldenapps', 'outlook.com']",Travel  >  Hotels
1712,,"['mypal', 'simple', 'application', 'help', 'keep', 'track', 'opal', 'credit', 'trip', 'application']",Travel
1746,,"['limited', 'time', 'marketplace', 'except', 'usa', 'uae', 'uk', 'city', 'guide', 'using', 'map', 'sdk', 'traveling', 'bangalore', 'know', 'place', 'roam', 'around', ""'bangalore"", 'santronix', 'providing', 'unique', 'experience', 'getting', 'acquainted', 'best', 'place', 'monument', 'temple', 'park', 'shopping', 'category', 'bangalore', 'city', 'guide', 'us', 'map', 'display', 'location', 'place', 'wiki', 'show', 'information', 'place', 'best', 'display', 'current', 'location', 'user', 'distance', 'bangalore', 'city', 'center', 'display', 'map', 'show', 'place', 'map', 'overlay', 'facility', 'on/off', 'specific', 'overlay', 'complete', 'address', 'place', 'information', 'place', 'visit', 'along', 'panoramic', 'picture', 'facility', 'add', 'place', 'favorite', 'live', 'tile', 'cycling', 'panoramic', 'picture', ""b'lore"", 'city']",Travel  >  City guides
1833,,"['easy', 'simple', 'way', 'find', 'nearest', 'mobile', 'home', 'pitch', 'spot', 'environment', 'note', 'in-app', 'purchase', 'purchasing', 'development', 'service', 'stellplatzfuehrer.de', 'thank', 'full', 'version', 'add', 'additional', 'information', 'plot', 'year', 'see', 'screenshot', 'become', 'club', 'member', 'stellplatzfuehrer.de', 'club', 'member', 'stellplatzfuehrer.de', 'enable', 'function', 'user', 'data', 'setting', 'powered', 'stellplatzfuehrer.de', 'community', 'camper', 'parking', 'space', 'throughout', 'europe', 'club', 'member', 'stellplatzfuehrer.de', 'info', '//www.stellplatzfuehrer.de/', 'poor', 'internet', 'connection', 'recommended', 'disable', 'refresh', 'list', 'start', 'parking', 'space', 'list', 'updated', 'pitch', 'list', 'update', 'ensure', 'easy', 'installation', 'wifi', 'connection', 'necessary', 'first', 'start', 'display', 'nearest', 'mobile', 'home', 'pitch', 'spot', 'location', 'wich', 'determined', 'either', 'location', 'function', 'mobile', 'phone', 'via', 'manual', 'input', 'desired', 'address', 'thus', 'mobile', 'home', 'pitch', 'spot', 'found', 'remote', 'area', 'destination', 'warning', 'user', 'add', 'mobile', 'home', 'pitch', 'spot', 'location', 'database', 'constantly', 'expanding', 'purchase', 'donation', 'development', 'service', 'acquire', 'right', 'provide', 'added', 'functionality', 'year', 'must', 'repeat', 'purchase', 'otherwise', 'functionality', 'reduced', 'successful', 'purchase', 'manual', 'update', 'database', 'setting', 'recommended']",Travel
1933,,"['irctc', 'live', 'train', 'status', 'support', 'following', 'spot', 'train', 'pnr', 'status', 'train', 'station', 'cancelled', 'train', 'rescheduled', 'train', 'diverted', 'train', 'live', 'schedule', 'live', 'station', 'detail']",Travel
2018,,"['pnr', 'mean', 'passenger', 'name', 'record', 'pnr', 'digit', 'number', 'issued', 'indian', 'railway', 'passenger', 'book', 'train', 'ticket', 'find', 'pnr', 'number', 'upper-left', 'corner', 'train', 'ticket', 'using', 'number', 'check', 'pnr', 'status', 'ticket', 'booking', 'enter', 'digit', 'pnr', 'number', 'click', 'check', 'pnr', 'button', 'submitted', 'pnr', 'number', 'pnr', 'status', 'check', 'whether', 'ticket', 'confirmed']",Travel
